_weight,_likelihood,$\Omega_m\ \mathrm{Blinded}$,$w\ \mathrm{Blinded}$
1.00000,14.75148,0.46682,-1.18954
4.00000,13.05289,0.47062,-1.37171
3.00000,13.33253,0.43648,-1.38879
3.00000,12.38719,0.43324,-1.30900
5.00000,12.67054,0.44564,-1.19634
6.00000,11.65842,0.40651,-1.13740
2.00000,12.21909,0.43676,-1.19037
4.00000,11.90166,0.42667,-1.22686
2.00000,12.35687,0.44881,-1.32354
1.00000,12.74929,0.44532,-1.37517
4.00000,12.16542,0.39523,-1.16658
2.00000,12.35394,0.39676,-1.18433
3.00000,15.60563,0.32110,-0.75142
1.00000,12.56785,0.28719,-0.83645
4.00000,15.04378,0.23091,-0.64431
2.00000,15.55406,0.22610,-0.63029
3.00000,13.15056,0.26667,-0.81310
1.00000,13.82009,0.19977,-0.65409
2.00000,12.61792,0.27281,-0.78478
2.00000,12.92707,0.25188,-0.74424
6.00000,13.48483,0.32367,-0.98224
1.00000,15.18274,0.33887,-1.07587
1.00000,12.70478,0.39935,-1.21369
2.00000,12.02189,0.39669,-1.16082
1.00000,12.24197,0.44485,-1.25226
2.00000,11.87216,0.41067,-1.09633
6.00000,11.71698,0.39217,-1.11457
3.00000,11.96262,0.34910,-0.99196
1.00000,13.11971,0.37687,-1.14886
2.00000,13.16507,0.47194,-1.35832
1.00000,15.30077,0.44122,-1.05229
1.00000,14.89716,0.39799,-0.92528
2.00000,12.39804,0.38596,-0.97543
1.00000,11.79792,0.42066,-1.16423
3.00000,11.78055,0.36050,-0.95411
2.00000,12.20860,0.43127,-1.15905
1.00000,12.63914,0.45078,-1.23352
6.00000,11.81989,0.42385,-1.19324
2.00000,11.80299,0.40882,-1.17611
3.00000,12.18487,0.38944,-1.14751
3.00000,14.84769,0.48553,-1.64395
1.00000,13.66241,0.48415,-1.45617
1.00000,12.57720,0.42081,-1.28469
3.00000,12.87247,0.46265,-1.40964
1.00000,11.65967,0.36235,-0.97995
2.00000,11.71065,0.40295,-1.14536
1.00000,11.73456,0.40136,-1.14507
1.00000,11.73020,0.36979,-1.04041
1.00000,12.48328,0.40029,-1.01401
5.00000,12.98684,0.43763,-1.13128
1.00000,12.61793,0.40738,-1.23873
1.00000,13.17940,0.24313,-0.75260
3.00000,13.37553,0.27212,-0.83598
1.00000,12.60319,0.27563,-0.79925
2.00000,11.92555,0.33110,-0.89338
2.00000,11.59682,0.38743,-1.05415
3.00000,13.38562,0.43858,-1.11418
8.00000,12.83753,0.46198,-1.30196
1.00000,12.31689,0.44471,-1.23314
1.00000,12.32766,0.43791,-1.18410
1.00000,11.76227,0.35239,-0.98032
2.00000,11.58591,0.38558,-1.05691
3.00000,11.73252,0.41639,-1.16527
6.00000,11.81288,0.38010,-0.99762
4.00000,11.96020,0.38738,-1.12390
2.00000,11.91206,0.38191,-1.10109
3.00000,11.99103,0.34898,-0.99394
5.00000,11.60296,0.39420,-1.09413
8.00000,11.78466,0.41114,-1.11062
7.00000,11.70059,0.35435,-0.96146
4.00000,11.69211,0.35521,-0.96623
4.00000,11.87085,0.39030,-1.02224
4.00000,12.05754,0.39319,-1.01672
1.00000,12.27379,0.40490,-1.04124
1.00000,12.16545,0.43948,-1.21910
1.00000,12.57495,0.44947,-1.23174
4.00000,12.31954,0.37581,-0.95224
4.00000,11.63724,0.39965,-1.11983
2.00000,11.60335,0.39300,-1.09185
3.00000,12.33536,0.39952,-1.19305
3.00000,12.17186,0.43208,-1.16779
1.00000,11.76112,0.41901,-1.17646
2.00000,12.64289,0.28121,-0.77659
2.00000,13.65281,0.24831,-0.78797
4.00000,13.98559,0.18264,-0.64819
2.00000,14.69261,0.13977,-0.58741
3.00000,16.33772,0.18691,-0.72517
1.00000,13.21332,0.45194,-1.43277
2.00000,13.56554,0.37780,-1.16920
4.00000,12.92107,0.44468,-1.38839
3.00000,13.63202,0.43481,-1.39909
1.00000,13.08250,0.43579,-1.37087
2.00000,11.80229,0.38766,-1.11023
1.00000,11.70364,0.39921,-1.07231
2.00000,11.82078,0.41294,-1.11349
2.00000,12.06509,0.31828,-0.89105
1.00000,12.09851,0.31222,-0.86511
1.00000,12.50805,0.35213,-1.03587
4.00000,11.66282,0.40832,-1.13362
4.00000,11.59762,0.38165,-1.05521
5.00000,11.71886,0.38157,-1.01198
2.00000,12.14179,0.32041,-0.85548
1.00000,12.10277,0.36861,-0.94643
7.00000,11.87689,0.37648,-0.98218
6.00000,12.19093,0.43524,-1.18446
2.00000,11.84059,0.40340,-1.16534
1.00000,11.60204,0.37897,-1.02790
1.00000,11.65148,0.39333,-1.05963
1.00000,11.69607,0.35446,-0.96609
6.00000,11.72938,0.35224,-0.94986
2.00000,12.36108,0.29591,-0.84515
1.00000,12.44595,0.39731,-1.00652
1.00000,11.73444,0.41504,-1.14496
4.00000,12.16151,0.32367,-0.92204
5.00000,12.25122,0.30786,-0.83244
2.00000,11.73053,0.35008,-0.96037
5.00000,13.09606,0.24718,-0.72211
2.00000,13.12113,0.31823,-0.80386
1.00000,13.15087,0.25737,-0.78905
1.00000,12.83954,0.41482,-1.27905
2.00000,12.20064,0.44262,-1.23995
1.00000,13.40934,0.42541,-1.05914
5.00000,13.39362,0.40082,-0.97735
1.00000,11.96468,0.34003,-0.89857
9.00000,12.10944,0.43273,-1.27437
1.00000,12.38112,0.44663,-1.33178
3.00000,13.24685,0.47547,-1.42812
1.00000,12.86430,0.44485,-1.38416
7.00000,12.25304,0.37957,-0.96555
3.00000,12.04194,0.35708,-1.02554
5.00000,12.46143,0.35700,-0.90128
3.00000,12.61511,0.31586,-0.81950
8.00000,13.63638,0.23706,-0.76146
5.00000,13.59032,0.26136,-0.81677
2.00000,12.21092,0.31345,-0.84148
3.00000,11.97899,0.39600,-1.03154
4.00000,12.05144,0.39463,-1.02170
1.00000,11.86524,0.34483,-0.91669
5.00000,11.97445,0.34164,-0.90022
1.00000,12.86319,0.29644,-0.88054
1.00000,12.94752,0.30270,-0.90187
1.00000,12.90685,0.30476,-0.90610
3.00000,12.43117,0.28885,-0.82707
1.00000,12.30153,0.29627,-0.83430
1.00000,12.70208,0.27847,-0.76998
1.00000,12.54206,0.45220,-1.25837
1.00000,12.73263,0.44605,-1.37538
3.00000,13.43083,0.46455,-1.48170
1.00000,14.04790,0.48377,-1.35986
4.00000,14.02263,0.47978,-1.32391
3.00000,14.11743,0.45334,-1.49797
2.00000,13.20843,0.47335,-1.36936
4.00000,11.73411,0.41073,-1.16802
2.00000,12.15304,0.31702,-0.85081
1.00000,13.13704,0.35050,-1.05661
3.00000,12.98963,0.41886,-1.05325
3.00000,14.75796,0.37389,-0.86919
1.00000,14.97259,0.44599,-1.08183
1.00000,11.92986,0.42665,-1.17169
4.00000,12.70754,0.45442,-1.38634
1.00000,12.40555,0.45245,-1.31356
2.00000,14.16100,0.20238,-0.63944
1.00000,14.40262,0.18466,-0.61880
7.00000,12.46484,0.29705,-0.85948
4.00000,12.18053,0.31939,-0.90922
2.00000,11.85734,0.33467,-0.91747
11.00000,12.12307,0.33045,-0.94169
4.00000,11.82398,0.40318,-1.16270
2.00000,12.84540,0.46349,-1.31807
8.00000,12.01968,0.42931,-1.25452
1.00000,12.53225,0.45551,-1.29676
2.00000,13.13440,0.47172,-1.36317
2.00000,12.58875,0.45283,-1.36768
3.00000,11.75716,0.41772,-1.18027
1.00000,11.92767,0.36853,-0.95821
1.00000,12.04795,0.31985,-0.86687
2.00000,12.93508,0.25509,-0.73917
1.00000,12.74459,0.26445,-0.77390
2.00000,13.10617,0.36186,-0.88716
3.00000,12.97727,0.34876,-0.86386
2.00000,14.52537,0.41898,-0.99732
1.00000,16.01712,0.31327,-0.73210
2.00000,11.88272,0.33318,-0.92043
4.00000,12.23652,0.44612,-1.28303
2.00000,12.39885,0.45192,-1.31993
4.00000,11.79132,0.40427,-1.16172
2.00000,11.76525,0.37128,-1.05004
1.00000,11.91768,0.33009,-0.89532
1.00000,12.32299,0.31686,-0.91205
2.00000,12.01624,0.41911,-1.23151
1.00000,11.65791,0.38919,-1.09562
1.00000,11.65959,0.36690,-1.01748
1.00000,11.73716,0.38960,-1.03386
5.00000,12.27129,0.44439,-1.31029
3.00000,11.99734,0.39551,-1.15479
5.00000,12.40737,0.28910,-0.82334
5.00000,12.36014,0.31728,-0.91586
2.00000,14.11714,0.29520,-0.91806
1.00000,13.34448,0.26393,-0.81426
1.00000,13.08512,0.32667,-0.81913
6.00000,12.39056,0.30966,-0.89387
2.00000,11.82516,0.38300,-1.09681
4.00000,11.70754,0.37819,-1.06678
8.00000,11.77778,0.34374,-0.93541
1.00000,11.71309,0.35416,-0.95595
2.00000,12.00187,0.39733,-1.16136
1.00000,12.52291,0.39021,-1.17032
3.00000,16.70895,0.36806,-1.21808
2.00000,15.07591,0.24122,-0.80845
1.00000,12.39364,0.30075,-0.86555
4.00000,11.76550,0.41356,-1.18032
2.00000,11.85705,0.36174,-0.94870
14.00000,11.95705,0.36079,-0.93830
3.00000,11.94108,0.39926,-1.04567
1.00000,12.38030,0.44204,-1.20410
1.00000,11.87835,0.42779,-1.20080
1.00000,12.15372,0.44190,-1.24810
1.00000,12.18556,0.36372,-1.05774
2.00000,12.92705,0.37205,-1.12348
1.00000,12.49612,0.36939,-1.09442
2.00000,12.39726,0.38687,-1.15133
3.00000,12.90869,0.46551,-1.40860
2.00000,13.36176,0.46081,-1.23471
1.00000,11.99534,0.41502,-1.10179
3.00000,13.63553,0.47443,-1.31453
1.00000,13.70483,0.47648,-1.32596
1.00000,15.38880,0.45695,-1.11474
2.00000,15.47018,0.45837,-1.11837
2.00000,14.21526,0.47290,-1.25588
3.00000,12.02441,0.43327,-1.19966
1.00000,12.22509,0.36147,-1.05241
1.00000,12.41092,0.36815,-1.08572
2.00000,11.80925,0.35044,-0.98020
4.00000,12.13274,0.37905,-1.10759
2.00000,13.04880,0.46964,-1.42314
3.00000,12.47745,0.39371,-1.18057
1.00000,12.84054,0.41572,-1.28248
2.00000,12.38927,0.44319,-1.21073
1.00000,12.80860,0.45362,-1.23499
2.00000,12.82093,0.45544,-1.24686
2.00000,12.74065,0.34211,-0.85939
3.00000,13.48496,0.27798,-0.73508
1.00000,12.29865,0.32331,-0.84755
3.00000,12.07598,0.32559,-0.86793
1.00000,11.96213,0.34778,-0.98733
1.00000,11.66942,0.40654,-1.11374
1.00000,11.88897,0.38557,-1.11161
2.00000,13.21480,0.47486,-1.40725
2.00000,12.76354,0.46099,-1.30577
3.00000,13.49709,0.42115,-1.03984
1.00000,14.05750,0.30773,-0.76148
1.00000,12.06274,0.32750,-0.92606
1.00000,12.14970,0.33411,-0.95595
6.00000,13.98349,0.23977,-0.77921
1.00000,13.31268,0.30118,-0.91106
1.00000,12.44785,0.34620,-1.01320
8.00000,13.30489,0.35937,-1.09308
2.00000,11.69173,0.41194,-1.15045
12.00000,12.46743,0.45048,-1.34668
9.00000,12.36700,0.44922,-1.32518
1.00000,12.05733,0.43393,-1.19741
2.00000,12.66452,0.45245,-1.24286
1.00000,11.87675,0.42723,-1.19343
1.00000,12.77553,0.38899,-1.17865
1.00000,12.92380,0.35130,-1.05118
7.00000,11.98680,0.42111,-1.23309
2.00000,11.78776,0.40838,-1.17266
1.00000,11.93591,0.40194,-1.17080
1.00000,11.63285,0.40252,-1.12168
2.00000,12.77914,0.45817,-1.27432
7.00000,12.04601,0.41736,-1.22982
5.00000,12.08801,0.42401,-1.25288
3.00000,11.62030,0.40098,-1.11040
1.00000,11.67180,0.40787,-1.12107
6.00000,11.73776,0.37743,-0.99835
1.00000,13.19600,0.26720,-0.81647
3.00000,12.72455,0.26666,-0.76514
1.00000,11.68897,0.35569,-0.97303
1.00000,11.82341,0.35213,-0.93342
3.00000,11.91182,0.40393,-1.06511
2.00000,11.69386,0.39156,-1.04612
4.00000,11.70939,0.39221,-1.04608
5.00000,11.79158,0.39757,-1.05434
5.00000,11.72750,0.36992,-1.04053
1.00000,13.25865,0.43817,-1.11877
4.00000,13.17182,0.43145,-1.09397
4.00000,11.84459,0.33762,-0.91370
1.00000,14.39380,0.48631,-1.34929
1.00000,12.80161,0.46370,-1.38712
7.00000,13.49401,0.23749,-0.69243
1.00000,14.55022,0.20846,-0.63328
3.00000,14.43009,0.20920,-0.63698
2.00000,13.07676,0.24804,-0.72404
1.00000,14.17988,0.33877,-1.05029
2.00000,12.89104,0.43997,-1.14856
2.00000,12.67327,0.44184,-1.17412
2.00000,13.01025,0.40895,-1.26574
1.00000,12.84555,0.37563,-1.13290
1.00000,12.23561,0.30412,-0.85959
7.00000,11.89377,0.34640,-0.91587
7.00000,11.68504,0.40269,-1.09023
1.00000,12.64759,0.34883,-0.87627
1.00000,12.30231,0.40292,-1.03272
1.00000,11.80629,0.39897,-1.05770
2.00000,12.04442,0.33710,-0.88688
2.00000,11.66738,0.40555,-1.10879
5.00000,12.05749,0.31816,-0.88897
1.00000,14.93010,0.47829,-1.24958
4.00000,11.95027,0.43221,-1.23129
3.00000,12.21023,0.44310,-1.24230
1.00000,12.19828,0.43541,-1.29196
5.00000,13.13013,0.43873,-1.38435
2.00000,13.50403,0.47954,-1.47861
2.00000,12.17535,0.40634,-1.20584
1.00000,11.59802,0.38105,-1.03472
4.00000,13.33543,0.26108,-0.72073
1.00000,13.47751,0.28762,-0.74775
2.00000,12.42063,0.30692,-0.81760
3.00000,12.52017,0.31894,-0.82871
6.00000,12.06112,0.33700,-0.88536
1.00000,12.29385,0.33876,-0.87333
2.00000,13.70257,0.29808,-0.75597
8.00000,11.75899,0.39754,-1.13715
8.00000,12.97148,0.41867,-1.05340
1.00000,11.67986,0.40981,-1.13131
1.00000,11.67849,0.39537,-1.11828
1.00000,12.30066,0.44809,-1.30613
3.00000,12.53180,0.45664,-1.33492
2.00000,12.44733,0.45257,-1.33658
2.00000,13.06264,0.47133,-1.39138
1.00000,13.58840,0.47363,-1.31235
1.00000,13.70191,0.47480,-1.31092
1.00000,12.55072,0.31978,-0.82853
7.00000,12.15365,0.34334,-0.88989
2.00000,12.14292,0.38626,-1.13352
1.00000,15.17756,0.48853,-1.67615
3.00000,12.41078,0.43139,-1.30607
2.00000,12.36972,0.35030,-1.02277
1.00000,13.68500,0.40745,-0.98740
8.00000,12.04580,0.40827,-1.06970
1.00000,11.90322,0.33006,-0.90208
1.00000,11.94072,0.34144,-0.96306
2.00000,11.85928,0.34251,-0.95698
1.00000,12.06894,0.43832,-1.23848
1.00000,12.44217,0.44428,-1.21152
2.00000,12.21309,0.42410,-1.26631
4.00000,12.35580,0.44609,-1.23777
1.00000,11.87923,0.42799,-1.21045
3.00000,11.73023,0.37097,-0.98309
2.00000,11.70217,0.36518,-1.01944
3.00000,12.23087,0.36020,-1.04840
2.00000,12.05570,0.35098,-1.00576
2.00000,12.11680,0.35829,-1.03480
1.00000,12.23094,0.38634,-1.13953
3.00000,12.25754,0.42050,-1.10258
1.00000,12.65963,0.42788,-1.10687
1.00000,11.61717,0.38888,-1.05198
2.00000,12.19187,0.34980,-0.89998
1.00000,12.41226,0.39699,-1.00732
1.00000,11.70216,0.41290,-1.15680
2.00000,12.67354,0.28477,-0.83694
1.00000,12.74328,0.27267,-0.80540
3.00000,11.62719,0.37621,-1.04524
1.00000,14.29325,0.41946,-1.00605
4.00000,12.03745,0.40329,-1.18442
2.00000,11.74256,0.37602,-0.99411
5.00000,11.82966,0.42341,-1.17568
13.00000,11.59846,0.38797,-1.07628
4.00000,11.68946,0.37453,-1.05139
2.00000,12.88549,0.31934,-0.94806
1.00000,12.54284,0.36661,-1.08700
3.00000,11.68374,0.38183,-1.01751
3.00000,11.78514,0.40129,-1.15207
6.00000,11.75348,0.40137,-1.14795
2.00000,11.80922,0.38470,-1.10099
3.00000,12.10783,0.31812,-0.85697
2.00000,12.32336,0.29462,-0.82184
4.00000,12.24454,0.44644,-1.28465
1.00000,12.56282,0.38732,-1.16191
1.00000,13.29077,0.41542,-1.30480
14.00000,11.80802,0.42208,-1.19705
2.00000,11.81156,0.38449,-1.10052
2.00000,11.78584,0.38264,-1.00742
3.00000,12.39321,0.42731,-1.29230
15.00000,12.37087,0.42572,-1.28549
11.00000,11.78664,0.34264,-0.93872
6.00000,11.61995,0.37775,-1.01887
2.00000,14.34926,0.29004,-0.72907
1.00000,14.76736,0.29019,-0.72061
2.00000,13.58025,0.46214,-1.22733
1.00000,14.46661,0.38274,-0.89703
6.00000,13.80690,0.28024,-0.72882
4.00000,13.42054,0.44691,-1.43182
1.00000,11.84243,0.42509,-1.20534
2.00000,12.20963,0.31118,-0.88346
3.00000,12.26935,0.30304,-0.86037
1.00000,12.27553,0.44767,-1.29037
1.00000,12.16341,0.44007,-1.28875
2.00000,11.88859,0.41509,-1.20478
2.00000,11.61878,0.38777,-1.04785
1.00000,12.64317,0.44529,-1.36464
3.00000,12.95933,0.43554,-1.36186
1.00000,13.27206,0.44268,-1.40744
1.00000,13.17168,0.46689,-1.45422
3.00000,12.87959,0.33582,-0.84244
3.00000,13.21850,0.46845,-1.30825
1.00000,12.94886,0.46378,-1.30156
3.00000,12.39197,0.28913,-0.81681
4.00000,13.32030,0.44299,-1.13792
1.00000,12.03706,0.32164,-0.86932
1.00000,11.60216,0.37716,-1.04008
4.00000,11.89449,0.38894,-1.01599
2.00000,12.00526,0.39021,-1.01122
1.00000,12.41019,0.35206,-1.03075
3.00000,11.87617,0.41052,-1.19074
3.00000,11.58803,0.38775,-1.06885
1.00000,14.47089,0.35670,-1.11989
3.00000,13.75376,0.48341,-1.51340
1.00000,12.69243,0.26806,-0.77089
2.00000,13.01087,0.30753,-0.79101
1.00000,12.28146,0.38767,-0.98640
1.00000,12.64008,0.43096,-1.12190
6.00000,11.93744,0.42077,-1.13579
1.00000,16.01885,0.31671,-0.73740
3.00000,15.85847,0.17301,-0.69397
5.00000,14.15215,0.17284,-0.62898
2.00000,14.95418,0.19973,-0.72299
1.00000,11.82019,0.40413,-1.07558
9.00000,11.83484,0.40070,-1.06090
1.00000,11.63860,0.38230,-1.02660
9.00000,12.39307,0.44971,-1.33103
3.00000,14.17158,0.41336,-1.33447
4.00000,12.61072,0.43811,-1.34324
1.00000,13.17526,0.23604,-0.72803
5.00000,15.16974,0.18752,-0.60156
2.00000,13.83297,0.20806,-0.65657
2.00000,13.81649,0.20199,-0.65483
1.00000,12.93120,0.36419,-1.09574
2.00000,13.42824,0.37788,-1.16452
3.00000,15.79056,0.51534,-1.65416
2.00000,12.57425,0.43242,-1.32320
5.00000,13.08765,0.39547,-0.97282
3.00000,12.67502,0.31395,-0.92280
5.00000,12.05744,0.33789,-0.96151
10.00000,13.34042,0.26648,-0.72634
2.00000,13.07488,0.27122,-0.74213
5.00000,11.83957,0.35995,-0.94659
1.00000,11.59348,0.38493,-1.06444
1.00000,12.27693,0.36953,-1.08318
3.00000,12.16411,0.38858,-1.14310
4.00000,11.94903,0.42883,-1.23955
1.00000,11.65510,0.40413,-1.13409
8.00000,12.23389,0.36578,-1.06772
1.00000,12.69233,0.46145,-1.36017
1.00000,12.43668,0.42712,-1.11848
3.00000,11.72188,0.37251,-0.98783
1.00000,13.19863,0.28735,-0.75637
3.00000,12.70401,0.28782,-0.77850
1.00000,12.90974,0.34663,-1.03507
3.00000,11.84418,0.38398,-1.10202
1.00000,12.98059,0.35712,-1.07319
2.00000,12.79920,0.33709,-0.99960
2.00000,13.49114,0.25249,-0.79197
2.00000,12.27051,0.43589,-1.17854
1.00000,15.01579,0.48056,-1.26001
2.00000,14.82621,0.45224,-1.11397
2.00000,11.97621,0.40049,-1.16975
2.00000,11.72899,0.38122,-1.08002
1.00000,13.11274,0.46753,-1.31411
1.00000,13.04809,0.47008,-1.41889
1.00000,13.79612,0.38773,-1.21562
3.00000,11.75991,0.35491,-0.94677
3.00000,11.84775,0.36551,-0.95788
2.00000,11.87181,0.36586,-0.95652
1.00000,12.33702,0.36797,-0.93202
2.00000,13.51620,0.39170,-0.94718
2.00000,12.05777,0.33688,-0.95810
4.00000,11.59582,0.38510,-1.06619
2.00000,11.60821,0.39345,-1.07198
3.00000,12.22408,0.38044,-0.96947
1.00000,12.38607,0.39756,-1.01050
3.00000,11.66429,0.40589,-1.13988
2.00000,12.60378,0.45846,-1.35402
9.00000,12.59030,0.33096,-0.97101
3.00000,11.90826,0.42839,-1.19137
7.00000,13.08852,0.25431,-0.72634
5.00000,11.98376,0.34747,-0.98817
3.00000,12.08214,0.42763,-1.15369
3.00000,12.17756,0.43231,-1.16844
1.00000,12.71433,0.28445,-0.83866
3.00000,12.63708,0.45172,-1.37447
3.00000,13.18399,0.32150,-0.80722
1.00000,13.71509,0.38824,-0.93167
1.00000,12.89622,0.40723,-1.01694
2.00000,12.26975,0.37272,-1.09389
1.00000,11.90254,0.36410,-1.03871
1.00000,11.70987,0.38225,-1.08099
3.00000,14.02970,0.38169,-1.20007
1.00000,13.74133,0.47809,-1.52626
3.00000,12.63565,0.45567,-1.37451
4.00000,13.78759,0.47160,-1.27728
1.00000,17.05586,0.50420,-1.32447
1.00000,16.26492,0.47698,-1.18197
6.00000,12.16253,0.32677,-0.86197
2.00000,11.86043,0.42262,-1.21446
1.00000,12.07851,0.32608,-0.86826
1.00000,11.61362,0.37852,-1.04985
8.00000,11.58732,0.38294,-1.05242
2.00000,11.58680,0.38568,-1.05536
2.00000,11.99404,0.33947,-0.96139
2.00000,11.63051,0.40265,-1.10951
12.00000,11.86711,0.42398,-1.21698
2.00000,11.87859,0.42490,-1.22036
4.00000,11.87132,0.42467,-1.21827
1.00000,11.81079,0.38218,-1.09257
5.00000,12.14107,0.36129,-0.92718
2.00000,11.85929,0.36125,-0.94745
2.00000,12.19587,0.30650,-0.83965
2.00000,14.71882,0.46731,-1.19377
3.00000,12.49087,0.32029,-0.83225
5.00000,12.74790,0.28825,-0.77653
2.00000,12.56990,0.28209,-0.78385
2.00000,12.25076,0.39409,-1.00726
9.00000,12.16609,0.38901,-0.99697
5.00000,11.74085,0.41118,-1.17043
1.00000,12.26009,0.35823,-0.91379
3.00000,11.79902,0.35983,-0.95060
1.00000,11.92564,0.36457,-0.94914
2.00000,11.87487,0.37170,-0.97017
11.00000,11.67220,0.37767,-1.00796
2.00000,12.25883,0.40546,-1.20896
2.00000,12.45149,0.43374,-1.31651
1.00000,12.27218,0.39956,-1.18910
2.00000,12.57596,0.36741,-1.09139
1.00000,12.66896,0.45611,-1.27283
1.00000,12.42536,0.41368,-1.06370
2.00000,13.18790,0.45605,-1.21740
2.00000,12.05627,0.33915,-0.96569
6.00000,12.55249,0.35654,-1.05283
2.00000,12.25439,0.32931,-0.94746
1.00000,14.99747,0.32055,-1.01245
1.00000,12.74736,0.43419,-1.34230
1.00000,12.55634,0.45750,-1.33381
2.00000,12.27579,0.44724,-1.30053
5.00000,12.20246,0.44060,-1.22079
3.00000,13.41595,0.47478,-1.34602
1.00000,12.24542,0.44647,-1.28553
1.00000,11.69743,0.40401,-1.14541
1.00000,12.58725,0.38273,-1.14649
1.00000,12.15787,0.40689,-1.20636
2.00000,13.16107,0.42001,-1.31628
1.00000,12.10812,0.44014,-1.24501
1.00000,11.91707,0.39048,-1.13084
1.00000,12.70964,0.41116,-1.25800
1.00000,13.61993,0.48327,-1.44513
1.00000,13.60705,0.47046,-1.28387
4.00000,13.19883,0.47012,-1.32822
2.00000,12.16885,0.38402,-0.98246
2.00000,13.32325,0.27095,-0.73198
1.00000,11.85713,0.33850,-0.94013
4.00000,11.82922,0.34680,-0.92432
4.00000,11.85799,0.41973,-1.14271
3.00000,12.01628,0.42813,-1.16562
1.00000,11.98798,0.34005,-0.89643
2.00000,14.20185,0.31065,-0.96372
1.00000,13.73374,0.23883,-0.76909
2.00000,13.77564,0.24098,-0.77536
1.00000,12.86390,0.25618,-0.75858
1.00000,12.87153,0.28382,-0.84569
4.00000,14.88158,0.28001,-0.89583
3.00000,14.49148,0.28107,-0.88986
2.00000,15.04017,0.14928,-0.57663
1.00000,13.72913,0.31456,-0.96231
2.00000,14.08027,0.34030,-1.05258
1.00000,12.66269,0.45451,-1.37967
2.00000,14.51662,0.46929,-1.21531
3.00000,13.08234,0.47047,-1.35762
3.00000,14.13081,0.41883,-1.35607
2.00000,13.41132,0.41314,-1.30142
3.00000,14.22549,0.20908,-0.64260
5.00000,13.03295,0.25143,-0.76495
3.00000,13.13996,0.27061,-0.82284
1.00000,13.47732,0.22228,-0.71763
5.00000,14.52856,0.23401,-0.78115
1.00000,14.79599,0.17850,-0.60289
1.00000,15.78713,0.13261,-0.63043
2.00000,16.13674,0.12944,-0.63235
1.00000,16.52146,0.28843,-0.94896
2.00000,13.17186,0.25242,-0.77728
2.00000,13.23916,0.24669,-0.76618
1.00000,11.81950,0.37825,-0.99196
1.00000,12.37121,0.35385,-0.89882
3.00000,12.15973,0.33251,-0.87086
3.00000,12.20487,0.30956,-0.87689
3.00000,12.37587,0.43738,-1.17580
4.00000,12.07866,0.43902,-1.25865
6.00000,11.74084,0.41476,-1.17495
1.00000,11.84100,0.33647,-0.92280
1.00000,12.25540,0.32376,-0.92954
2.00000,12.14842,0.32315,-0.85819
1.00000,11.62207,0.38210,-1.02976
3.00000,12.71893,0.37046,-1.10875
1.00000,12.04649,0.35230,-1.00959
2.00000,12.70664,0.31575,-0.92967
2.00000,12.43009,0.33047,-0.96147
2.00000,14.99753,0.49871,-1.65778
4.00000,15.15404,0.50181,-1.66915
3.00000,16.27502,0.51257,-1.77763
10.00000,16.48463,0.51163,-1.80287
7.00000,15.41037,0.49185,-1.70046
7.00000,16.98878,0.46962,-1.71145
1.00000,15.36276,0.43424,-1.47362
2.00000,14.59833,0.45018,-1.51132
1.00000,14.64286,0.40549,-1.31812
2.00000,12.00098,0.33960,-0.96248
4.00000,12.31245,0.41725,-1.25332
1.00000,12.37682,0.43845,-1.32064
1.00000,12.62088,0.45785,-1.30204
2.00000,12.62436,0.30569,-0.80446
6.00000,12.60653,0.39428,-0.98944
2.00000,14.09027,0.41041,-0.98343
6.00000,14.07545,0.41512,-0.99878
4.00000,11.64352,0.39351,-1.06198
1.00000,12.36896,0.35269,-0.89652
3.00000,12.57626,0.27986,-0.78261
1.00000,13.04085,0.42230,-1.31857
1.00000,16.43973,0.38215,-1.26999
1.00000,16.62201,0.52479,-1.67505
1.00000,16.40625,0.51858,-1.76331
1.00000,16.24731,0.44636,-1.56596
1.00000,14.77331,0.44573,-1.50080
4.00000,16.03102,0.39393,-1.31023
2.00000,14.64861,0.43458,-1.44617
3.00000,13.05133,0.44139,-1.38799
3.00000,13.89889,0.46940,-1.53331
3.00000,14.52517,0.37983,-1.20852
1.00000,14.20533,0.42718,-1.39489
1.00000,13.07657,0.46550,-1.44090
3.00000,12.13317,0.35211,-1.01494
5.00000,12.63476,0.30856,-0.90477
2.00000,12.89888,0.41703,-1.05080
4.00000,11.76233,0.36344,-0.96233
4.00000,11.93593,0.42598,-1.16602
1.00000,13.87719,0.36612,-1.13642
9.00000,12.61357,0.43630,-1.33825
2.00000,14.45157,0.48363,-1.60597
3.00000,13.57341,0.46598,-1.49775
3.00000,14.62148,0.37315,-1.18531
10.00000,14.50022,0.49836,-1.54076
3.00000,15.75573,0.51516,-1.61755
2.00000,14.37098,0.49630,-1.53534
3.00000,15.11108,0.49960,-1.67029
1.00000,14.39555,0.47778,-1.59226
3.00000,14.02338,0.44101,-1.44434
1.00000,12.28978,0.40704,-1.21665
1.00000,12.09040,0.31352,-0.86038
1.00000,12.09571,0.31297,-0.85967
2.00000,11.79473,0.40905,-1.17548
1.00000,11.82001,0.42151,-1.20267
2.00000,12.31068,0.37643,-0.95429
2.00000,11.82465,0.34656,-0.96759
2.00000,12.12634,0.32755,-0.86592
5.00000,13.10449,0.39351,-1.21071
1.00000,12.62009,0.45858,-1.36041
