_weight,_likelihood,$\Omega_m\ \mathrm{Blinded}$,$w\ \mathrm{Blinded}$
2.00000,12.31166,0.40936,-1.05475
1.00000,12.16662,0.40566,-1.05096
1.00000,12.60711,0.38474,-0.96223
4.00000,12.24463,0.30912,-0.83415
3.00000,11.99819,0.33270,-0.93785
1.00000,12.01448,0.31969,-0.87694
3.00000,11.79953,0.37419,-0.98328
1.00000,11.61983,0.38567,-1.04088
2.00000,12.64256,0.28110,-0.82340
2.00000,12.61804,0.27752,-0.80900
3.00000,13.04502,0.26918,-0.74142
1.00000,12.65144,0.27165,-0.77433
5.00000,11.96401,0.43095,-1.19626
2.00000,12.00695,0.32563,-0.91225
6.00000,12.17011,0.31641,-0.89789
7.00000,11.62603,0.36776,-1.00831
1.00000,11.61574,0.39537,-1.07713
3.00000,11.71437,0.41457,-1.15701
7.00000,12.27821,0.39199,-1.16258
2.00000,12.15565,0.37793,-1.10516
1.00000,11.67573,0.40985,-1.14418
1.00000,12.83876,0.32712,-0.82854
3.00000,12.00141,0.38248,-0.98894
1.00000,12.09802,0.42702,-1.14846
2.00000,11.79098,0.35937,-1.01077
1.00000,11.69087,0.36266,-0.97180
2.00000,14.22257,0.48090,-1.31586
2.00000,14.76259,0.48980,-1.34933
4.00000,11.78103,0.42078,-1.18124
2.00000,11.75689,0.39323,-1.04337
1.00000,13.19947,0.36996,-1.12683
3.00000,13.18472,0.28276,-0.75105
5.00000,12.72379,0.45284,-1.23866
6.00000,12.22295,0.34990,-1.01316
3.00000,12.39474,0.37826,-1.12043
1.00000,13.63756,0.21700,-0.71500
2.00000,15.97753,0.19399,-0.73190
2.00000,13.30873,0.28392,-0.74821
3.00000,12.15207,0.35321,-1.01987
3.00000,16.37095,0.46299,-1.10940
1.00000,16.02396,0.48697,-1.25138
2.00000,14.29812,0.22691,-0.65654
1.00000,12.58946,0.36235,-0.90749
4.00000,12.23468,0.39295,-1.00470
2.00000,12.21961,0.41876,-1.09807
5.00000,11.80970,0.40470,-1.07907
1.00000,11.84559,0.37723,-0.98684
3.00000,11.80549,0.34383,-0.95274
1.00000,12.70866,0.33853,-1.00041
1.00000,11.84995,0.35185,-0.99053
3.00000,12.45822,0.45423,-1.32352
1.00000,11.95503,0.42811,-1.17642
1.00000,12.57547,0.31815,-0.93067
2.00000,11.59549,0.38733,-1.07297
5.00000,11.88288,0.42600,-1.22141
4.00000,13.32873,0.33164,-0.82022
2.00000,13.35725,0.31455,-0.79059
1.00000,12.03479,0.33324,-0.94349
3.00000,11.73448,0.37957,-1.00451
3.00000,12.12157,0.37370,-0.95783
4.00000,12.32711,0.29476,-0.82001
2.00000,12.08382,0.38831,-1.13660
4.00000,13.33706,0.40534,-1.26702
4.00000,13.25730,0.39032,-1.20500
1.00000,15.67029,0.45769,-1.59555
1.00000,15.30529,0.46654,-1.61562
1.00000,14.68151,0.49983,-1.49136
2.00000,12.38621,0.38042,-1.12764
1.00000,11.61981,0.38655,-1.04363
2.00000,11.70951,0.39393,-1.11901
2.00000,12.31233,0.41324,-1.23975
2.00000,12.66760,0.41179,-1.25786
1.00000,12.36311,0.41685,-1.25581
6.00000,12.47893,0.28849,-0.83220
1.00000,12.58482,0.28828,-0.84122
6.00000,12.55888,0.28039,-0.78493
2.00000,12.89591,0.25457,-0.74578
4.00000,11.98075,0.32260,-0.88889
2.00000,12.19779,0.37096,-0.94657
3.00000,12.56615,0.44572,-1.35706
1.00000,14.49318,0.47336,-1.58921
1.00000,15.63241,0.51362,-1.63188
1.00000,12.57238,0.39384,-1.18628
1.00000,11.86060,0.35188,-0.92880
4.00000,12.06782,0.32645,-0.86978
3.00000,13.18493,0.31428,-0.94424
2.00000,11.80316,0.34188,-0.92554
1.00000,11.86750,0.42223,-1.15588
2.00000,12.37306,0.42432,-1.11056
10.00000,11.62922,0.39395,-1.06710
3.00000,12.09632,0.43938,-1.26781
3.00000,12.16156,0.44286,-1.27420
1.00000,12.23267,0.44596,-1.28038
3.00000,12.83587,0.45448,-1.23821
2.00000,13.08199,0.46067,-1.43943
1.00000,13.67757,0.47912,-1.35641
1.00000,13.50014,0.45427,-1.18580
2.00000,12.45409,0.29526,-0.80299
3.00000,11.59038,0.38161,-1.05058
1.00000,11.86129,0.37343,-0.97563
1.00000,12.38902,0.42207,-1.09964
4.00000,11.84213,0.40909,-1.18234
1.00000,11.85542,0.42325,-1.21353
10.00000,11.83733,0.42225,-1.20809
1.00000,11.63076,0.40296,-1.11889
4.00000,12.09484,0.40496,-1.19480
4.00000,12.26635,0.44588,-1.25666
2.00000,12.90475,0.25315,-0.75043
4.00000,13.01856,0.24657,-0.74568
1.00000,12.70476,0.27707,-0.76878
8.00000,12.33479,0.29362,-0.82810
1.00000,12.11347,0.40949,-1.06897
1.00000,11.75516,0.41851,-1.17363
1.00000,12.39169,0.30045,-0.86440
4.00000,11.77304,0.36454,-1.02716
1.00000,12.71833,0.33404,-0.98650
1.00000,13.25454,0.43405,-1.37513
1.00000,13.09183,0.47120,-1.36801
1.00000,11.69558,0.35956,-0.99599
4.00000,11.71268,0.40070,-1.07674
4.00000,11.83598,0.40220,-1.16111
2.00000,12.02497,0.31861,-0.87983
9.00000,12.52924,0.35345,-0.89074
6.00000,11.94039,0.34063,-0.96013
3.00000,11.92987,0.34163,-0.96256
8.00000,13.01139,0.40579,-1.00732
3.00000,13.20634,0.42884,-1.08159
2.00000,12.06173,0.36032,-0.92995
1.00000,11.77385,0.34564,-0.95282
2.00000,11.99177,0.34427,-0.90314
4.00000,11.93016,0.36424,-0.94804
1.00000,11.93348,0.32807,-0.89207
1.00000,12.20876,0.40236,-1.19459
2.00000,11.88531,0.40410,-1.06837
3.00000,11.98002,0.33096,-0.92925
3.00000,12.21125,0.43282,-1.16744
1.00000,12.55629,0.43814,-1.16355
1.00000,13.72174,0.46912,-1.26426
1.00000,11.58943,0.38117,-1.04094
1.00000,13.08754,0.36472,-0.89416
4.00000,12.23031,0.36849,-0.93880
1.00000,12.01620,0.35817,-0.92836
3.00000,11.74142,0.41366,-1.13315
1.00000,14.21115,0.48954,-1.40666
2.00000,12.74777,0.44275,-1.36828
4.00000,12.95273,0.40842,-1.26078
4.00000,12.47256,0.37964,-1.12951
7.00000,12.03990,0.36478,-0.94140
2.00000,12.00891,0.37323,-0.96386
2.00000,12.36775,0.40947,-1.23057
1.00000,12.75281,0.46324,-1.36638
1.00000,13.82706,0.48230,-1.53187
2.00000,15.15490,0.50267,-1.66549
1.00000,14.83168,0.47894,-1.62869
4.00000,14.63188,0.46414,-1.56834
1.00000,14.57175,0.47019,-1.58526
2.00000,15.98572,0.50209,-1.75977
2.00000,15.12575,0.43276,-1.45755
2.00000,15.17482,0.49431,-1.68207
1.00000,15.50634,0.50526,-1.70511
6.00000,11.89416,0.39538,-1.14522
1.00000,11.93864,0.39835,-1.15925
4.00000,13.33967,0.26122,-0.80733
5.00000,13.51006,0.42062,-1.33610
3.00000,13.53483,0.38948,-1.21275
3.00000,14.84094,0.28111,-0.89780
1.00000,15.48137,0.29395,-0.94507
1.00000,12.51291,0.44186,-1.34327
5.00000,12.02582,0.43645,-1.24601
13.00000,11.79746,0.41675,-1.19270
8.00000,12.88973,0.26273,-0.78707
2.00000,11.64975,0.40638,-1.12642
1.00000,11.70243,0.39502,-1.12127
2.00000,12.09579,0.35521,-1.02295
3.00000,12.12570,0.36258,-1.05006
9.00000,12.20011,0.31026,-0.87895
2.00000,11.81424,0.42165,-1.20056
2.00000,11.82827,0.36523,-1.03567
3.00000,11.65315,0.36379,-1.00201
5.00000,11.58725,0.38661,-1.05790
2.00000,12.20577,0.39333,-1.00758
3.00000,12.66115,0.39923,-1.00198
1.00000,11.60972,0.38513,-1.07154
1.00000,13.06393,0.41482,-1.03535
1.00000,15.58081,0.33179,-0.76963
1.00000,12.26491,0.42062,-1.10252
4.00000,11.62048,0.38015,-1.05767
4.00000,13.47576,0.30020,-0.91364
2.00000,14.13632,0.45495,-1.50510
1.00000,13.14555,0.46338,-1.27274
3.00000,12.79873,0.45106,-1.21855
2.00000,12.93949,0.43238,-1.11014
2.00000,11.69895,0.41152,-1.15751
1.00000,13.07341,0.41646,-1.29794
1.00000,13.08532,0.42303,-1.32383
7.00000,12.71691,0.46114,-1.37682
1.00000,12.20148,0.44317,-1.24582
1.00000,12.21440,0.44363,-1.24694
1.00000,12.09229,0.43290,-1.27178
1.00000,12.03341,0.38833,-1.13296
1.00000,11.85556,0.40984,-1.18620
5.00000,12.43728,0.38019,-0.95781
1.00000,12.64876,0.45494,-1.26539
1.00000,12.55368,0.38584,-1.15606
2.00000,11.70485,0.40936,-1.11833
3.00000,12.65821,0.27033,-0.77558
1.00000,12.19792,0.32691,-0.93571
2.00000,12.02702,0.34240,-0.97437
1.00000,12.03720,0.34349,-0.97894
2.00000,13.05585,0.43923,-1.13480
1.00000,11.81008,0.38491,-1.10177
2.00000,11.70459,0.41185,-1.13407
3.00000,11.81139,0.40532,-1.08136
3.00000,11.98478,0.43327,-1.24550
6.00000,12.20854,0.40605,-1.20734
1.00000,11.95072,0.43138,-1.20524
7.00000,11.92026,0.34244,-0.90677
5.00000,12.77405,0.27012,-0.80008
1.00000,12.74646,0.28060,-0.82948
1.00000,11.95403,0.32681,-0.88685
3.00000,11.97323,0.40193,-1.17425
4.00000,11.59179,0.38705,-1.05554
3.00000,14.76207,0.45550,-1.13140
1.00000,12.99755,0.38021,-0.93458
7.00000,11.67463,0.36987,-0.98886
6.00000,12.32883,0.37252,-0.94347
2.00000,12.14684,0.38493,-0.98636
2.00000,12.19625,0.30512,-0.85577
1.00000,12.62624,0.43254,-1.13018
3.00000,11.97999,0.32428,-0.88121
2.00000,12.83217,0.27912,-0.76228
8.00000,11.65189,0.36316,-0.99820
1.00000,12.88407,0.35817,-1.07292
3.00000,12.81168,0.26936,-0.75541
3.00000,13.42368,0.21937,-0.69279
5.00000,11.70526,0.39194,-1.04575
7.00000,11.59551,0.37695,-1.02918
1.00000,11.60621,0.37271,-1.02008
3.00000,12.51798,0.34466,-0.87350
1.00000,11.92266,0.36428,-0.94871
2.00000,12.28350,0.30723,-0.87726
6.00000,11.70455,0.40915,-1.15768
2.00000,13.72711,0.27356,-0.85103
2.00000,11.64500,0.39897,-1.12070
2.00000,12.31187,0.39764,-1.18484
3.00000,11.75684,0.39211,-1.03965
2.00000,11.75330,0.39364,-1.12414
1.00000,12.04175,0.34661,-0.90348
4.00000,12.04246,0.35514,-0.92017
1.00000,13.83572,0.48705,-1.45212
5.00000,13.57036,0.46962,-1.50331
2.00000,13.92425,0.46676,-1.52899
3.00000,15.31578,0.50870,-1.64182
1.00000,13.38654,0.47547,-1.35955
7.00000,12.00042,0.43282,-1.25197
4.00000,11.80856,0.41501,-1.19189
5.00000,11.63354,0.39446,-1.06793
3.00000,11.74940,0.41352,-1.17634
2.00000,11.95924,0.39920,-1.16395
11.00000,11.74097,0.36901,-1.03906
1.00000,11.87881,0.36915,-1.05412
2.00000,11.75966,0.40226,-1.07591
2.00000,11.76116,0.36942,-1.04303
3.00000,11.58900,0.38119,-1.04157
2.00000,13.18866,0.47272,-1.36437
2.00000,13.33186,0.33089,-0.99965
3.00000,12.94324,0.35746,-1.07286
4.00000,12.18672,0.38759,-0.99157
8.00000,12.00520,0.40188,-1.04953
3.00000,11.97792,0.41258,-1.09305
1.00000,12.56433,0.43041,-1.12451
2.00000,12.55375,0.40547,-1.02737
3.00000,12.34624,0.37362,-0.94535
5.00000,11.84290,0.40410,-1.07286
3.00000,12.84118,0.31932,-0.81551
6.00000,12.57716,0.28319,-0.82428
1.00000,12.24459,0.39240,-1.16189
1.00000,11.64795,0.39077,-1.09860
4.00000,12.21220,0.44329,-1.24374
8.00000,11.88455,0.33713,-0.93945
4.00000,11.93856,0.33511,-0.93957
1.00000,11.68711,0.37695,-1.05953
1.00000,12.36290,0.32031,-0.83922
6.00000,13.36894,0.22398,-0.71118
4.00000,14.11350,0.22395,-0.74908
3.00000,12.68573,0.46062,-1.36910
4.00000,13.35765,0.34664,-1.05143
4.00000,14.04431,0.23178,-0.76361
1.00000,13.15116,0.28336,-0.75302
1.00000,11.75737,0.36070,-1.01127
1.00000,11.59648,0.38403,-1.04355
3.00000,11.69602,0.36837,-0.98200
2.00000,12.42958,0.29833,-0.86072
5.00000,12.38145,0.30056,-0.86384
15.00000,12.23340,0.42880,-1.14343
1.00000,12.23729,0.43081,-1.15351
2.00000,12.21389,0.32709,-0.93747
1.00000,13.29273,0.28639,-0.87007
1.00000,12.49309,0.28179,-0.79878
2.00000,11.79768,0.42161,-1.17381
1.00000,12.40556,0.44030,-1.32782
3.00000,12.91405,0.38370,-1.16543
9.00000,12.75664,0.39938,-0.99808
2.00000,12.59456,0.39527,-1.19274
1.00000,13.56331,0.48190,-1.42783
2.00000,13.76281,0.48536,-1.49624
2.00000,12.90347,0.43730,-1.36392
1.00000,12.49408,0.44825,-1.35106
1.00000,12.03378,0.40297,-1.18304
4.00000,12.15878,0.43949,-1.22067
1.00000,12.80637,0.45591,-1.25212
1.00000,11.80953,0.34461,-0.95705
1.00000,12.46033,0.33713,-0.86196
7.00000,12.00660,0.32434,-0.87563
1.00000,11.87418,0.35671,-1.01036
1.00000,11.75382,0.36232,-1.01668
4.00000,11.81477,0.33939,-0.93041
3.00000,11.65209,0.36251,-0.98393
1.00000,11.90682,0.42143,-1.14394
3.00000,11.87122,0.42191,-1.15308
5.00000,13.22089,0.26885,-0.82174
1.00000,11.93175,0.39609,-1.03569
2.00000,12.37588,0.30565,-0.88005
2.00000,12.27627,0.29861,-0.84117
13.00000,12.80776,0.46258,-1.39571
2.00000,14.47579,0.49529,-1.58869
6.00000,13.88909,0.43303,-1.40496
2.00000,13.56723,0.47496,-1.50516
1.00000,13.44289,0.47697,-1.48012
1.00000,14.80052,0.40166,-1.30702
1.00000,13.99938,0.38685,-1.21926
4.00000,13.34445,0.47000,-1.47724
2.00000,13.73129,0.47626,-1.32104
1.00000,14.69463,0.29223,-0.72491
1.00000,14.92343,0.23059,-0.78278
1.00000,12.41268,0.29443,-0.80633
1.00000,12.03250,0.32284,-0.90486
3.00000,13.19081,0.36081,-1.09396
1.00000,12.88507,0.45998,-1.27544
3.00000,12.38450,0.44800,-1.24922
2.00000,12.63023,0.42411,-1.09265
2.00000,12.23596,0.41505,-1.08155
1.00000,12.06836,0.41353,-1.08865
1.00000,11.59787,0.37929,-1.04644
5.00000,11.59948,0.37678,-1.03683
1.00000,11.85291,0.40566,-1.17368
2.00000,11.87028,0.40381,-1.17000
2.00000,11.60205,0.39510,-1.09483
1.00000,11.61506,0.39203,-1.09401
1.00000,13.14437,0.47195,-1.36416
1.00000,13.09154,0.43430,-1.36613
2.00000,12.05977,0.43557,-1.26609
1.00000,12.14617,0.42921,-1.27262
4.00000,12.27879,0.33023,-0.95199
5.00000,12.17710,0.34349,-0.98893
4.00000,13.60721,0.26037,-0.81496
3.00000,13.27850,0.25329,-0.71550
2.00000,12.66988,0.29758,-0.79162
8.00000,12.21197,0.32679,-0.85843
3.00000,12.45528,0.31866,-0.92586
2.00000,12.60287,0.45889,-1.33210
6.00000,13.46273,0.47609,-1.35386
3.00000,14.52304,0.49003,-1.61389
3.00000,15.10432,0.43378,-1.46137
3.00000,15.36107,0.42652,-1.43760
1.00000,12.20980,0.40308,-1.19716
4.00000,12.13991,0.39714,-1.17142
1.00000,11.76493,0.41639,-1.18376
2.00000,12.53862,0.31444,-0.82106
2.00000,11.75745,0.34905,-0.94015
1.00000,11.66012,0.37260,-0.99760
2.00000,11.68593,0.37595,-1.00139
4.00000,12.03371,0.35616,-1.02182
1.00000,12.42616,0.34818,-1.01864
5.00000,12.74311,0.45502,-1.39171
3.00000,13.59635,0.45920,-1.20816
2.00000,11.81029,0.34712,-0.96752
3.00000,11.78471,0.34512,-0.95353
7.00000,13.53030,0.45183,-1.17079
6.00000,12.52093,0.45402,-1.28083
1.00000,11.63695,0.40412,-1.11651
3.00000,12.38441,0.31820,-0.92027
3.00000,12.32615,0.30719,-0.88101
5.00000,12.02392,0.41566,-1.22250
1.00000,11.87849,0.42108,-1.21630
2.00000,14.36314,0.42311,-1.38399
4.00000,14.16376,0.36225,-1.13113
1.00000,14.23246,0.36928,-1.15912
1.00000,12.00758,0.41901,-1.23021
4.00000,12.03503,0.36502,-1.05227
1.00000,12.76143,0.46160,-1.31396
4.00000,12.85082,0.46578,-1.38301
2.00000,12.03201,0.34351,-0.89860
1.00000,11.79432,0.34571,-0.92901
1.00000,12.37691,0.45146,-1.30311
4.00000,12.23794,0.43329,-1.29302
3.00000,12.89641,0.45752,-1.25416
3.00000,12.68077,0.45346,-1.24860
1.00000,11.89558,0.37073,-0.96607
2.00000,12.08439,0.37955,-1.10607
2.00000,11.66017,0.40294,-1.13375
1.00000,13.33091,0.35458,-1.07740
1.00000,13.44900,0.37133,-1.14101
1.00000,13.26028,0.23170,-0.70580
1.00000,13.80835,0.23998,-0.68306
2.00000,13.44828,0.23370,-0.69184
2.00000,14.52066,0.24218,-0.79853
4.00000,14.28517,0.21167,-0.72903
5.00000,12.87709,0.26775,-0.80098
2.00000,13.55466,0.29129,-0.89176
4.00000,13.18926,0.27865,-0.74588
1.00000,13.93516,0.19132,-0.67163
5.00000,13.15835,0.28348,-0.85735
2.00000,13.30656,0.29348,-0.88962
1.00000,14.46495,0.26386,-0.84671
2.00000,14.04977,0.25856,-0.82381
1.00000,12.91361,0.26104,-0.78395
4.00000,13.02103,0.32302,-0.96444
1.00000,12.48328,0.43545,-1.32423
1.00000,13.72169,0.29037,-0.74461
1.00000,13.84821,0.26906,-0.71373
3.00000,11.60892,0.39417,-1.07473
8.00000,11.86488,0.38732,-1.11536
2.00000,15.61027,0.33606,-1.07605
1.00000,14.82982,0.15981,-0.64964
1.00000,13.72290,0.39431,-1.23891
1.00000,11.85041,0.37199,-1.06137
2.00000,13.70653,0.39988,-1.26055
6.00000,11.78564,0.36453,-0.96192
1.00000,12.09207,0.32660,-0.92584
6.00000,12.43988,0.42582,-1.29148
4.00000,11.77540,0.38194,-1.08797
2.00000,11.67122,0.40887,-1.14350
2.00000,11.68949,0.41164,-1.14986
1.00000,11.65186,0.39452,-1.06393
4.00000,12.54230,0.36549,-0.91668
1.00000,12.49816,0.41814,-1.07646
1.00000,12.80496,0.39327,-1.19600
1.00000,12.64934,0.46033,-1.34832
1.00000,12.75122,0.39908,-0.99740
1.00000,12.63039,0.31784,-0.82183
5.00000,12.42844,0.36864,-1.08835
1.00000,12.35165,0.31696,-0.91427
1.00000,12.02406,0.34941,-0.91006
7.00000,12.14180,0.34209,-0.88836
6.00000,11.66678,0.36081,-0.99272
3.00000,12.27583,0.42589,-1.12541
2.00000,11.63728,0.38740,-1.04229
1.00000,11.85775,0.41483,-1.11718
1.00000,11.76186,0.41811,-1.18201
5.00000,12.35192,0.45001,-1.28251
1.00000,14.04991,0.36703,-0.87107
3.00000,12.71304,0.39877,-0.99816
3.00000,11.90188,0.42939,-1.21783
2.00000,12.10098,0.43648,-1.20818
1.00000,12.67584,0.46090,-1.33499
3.00000,12.16394,0.43958,-1.28924
5.00000,12.45158,0.31943,-0.92803
1.00000,11.65363,0.40642,-1.12126
2.00000,12.84656,0.46561,-1.35421
1.00000,12.79549,0.46442,-1.35531
1.00000,14.66288,0.25688,-0.68030
4.00000,14.35492,0.21318,-0.64243
1.00000,14.84963,0.24202,-0.80552
1.00000,12.65972,0.36184,-1.07592
1.00000,12.09504,0.41467,-1.22651
4.00000,11.82318,0.41632,-1.13017
3.00000,12.12127,0.36092,-0.92755
3.00000,12.36162,0.29429,-0.81291
2.00000,13.82671,0.24152,-0.77827
10.00000,13.86049,0.25826,-0.81779
1.00000,13.23825,0.33887,-1.02184
1.00000,11.67661,0.38259,-1.07723
3.00000,11.95431,0.33443,-0.89192
6.00000,11.86116,0.35071,-0.98769
3.00000,11.73204,0.34936,-0.95447
7.00000,12.17404,0.42744,-1.27152
6.00000,11.98993,0.41921,-1.22863
4.00000,11.64612,0.40501,-1.13009
3.00000,11.94930,0.41315,-1.09842
2.00000,12.01305,0.37801,-0.97595
1.00000,11.82996,0.40582,-1.08113
2.00000,12.72820,0.45873,-1.28806
1.00000,12.61384,0.37365,-1.11519
5.00000,13.44753,0.40895,-1.28627
1.00000,11.90073,0.41464,-1.20525
1.00000,12.20989,0.35922,-1.04380
1.00000,11.59366,0.38198,-1.05434
4.00000,12.00841,0.43556,-1.24169
1.00000,12.15218,0.44158,-1.28133
2.00000,12.10812,0.36068,-0.92780
1.00000,11.77117,0.37066,-0.97753
1.00000,12.27268,0.29898,-0.82842
1.00000,11.95489,0.36198,-0.94108
2.00000,11.71360,0.37348,-0.99129
1.00000,11.63722,0.38400,-1.03182
5.00000,12.14614,0.36551,-1.06143
1.00000,11.79408,0.41541,-1.13077
1.00000,12.18430,0.44199,-1.23804
1.00000,11.86130,0.41197,-1.19282
1.00000,13.04508,0.37743,-1.14788
4.00000,12.97940,0.36723,-1.10840
2.00000,12.26198,0.30093,-0.82883
6.00000,12.56515,0.28164,-0.78424
1.00000,12.61504,0.28872,-0.78494
3.00000,12.85902,0.27030,-0.75272
3.00000,11.90115,0.33505,-0.93369
4.00000,13.05323,0.30919,-0.92462
2.00000,12.11717,0.42031,-1.24576
6.00000,12.81042,0.45586,-1.40136
1.00000,12.80807,0.37533,-1.13016
3.00000,11.64626,0.40224,-1.12789
1.00000,11.72126,0.40852,-1.10983
3.00000,11.62786,0.38754,-1.04485
1.00000,11.69230,0.36493,-0.97562
7.00000,11.74489,0.36628,-0.97056
2.00000,11.88035,0.42143,-1.21724
1.00000,12.67490,0.41817,-1.28165
1.00000,14.49720,0.30702,-0.96053
1.00000,14.63233,0.28085,-0.89252
1.00000,15.88409,0.28422,-0.92645
1.00000,14.31010,0.25341,-0.68397
4.00000,11.78719,0.36360,-0.95976
2.00000,11.66291,0.40834,-1.13468
1.00000,11.82332,0.38918,-1.02317
1.00000,12.26855,0.32485,-0.93398
6.00000,12.18808,0.30722,-0.86463
3.00000,12.78001,0.26188,-0.76090
5.00000,13.29251,0.23266,-0.73157
2.00000,13.57870,0.23549,-0.75550
2.00000,14.30549,0.18216,-0.67192
2.00000,14.63435,0.15365,-0.63147
2.00000,13.95092,0.20832,-0.71075
2.00000,13.13236,0.25689,-0.72578
1.00000,12.65668,0.29672,-0.79127
5.00000,11.70371,0.39734,-1.06516
3.00000,12.77150,0.42903,-1.10515
2.00000,11.71688,0.40205,-1.14406
6.00000,12.72907,0.46245,-1.34218
3.00000,12.64643,0.42667,-1.30980
1.00000,11.79835,0.39069,-1.11989
5.00000,11.74426,0.35007,-0.94439
1.00000,12.05268,0.41037,-1.07729
1.00000,12.50953,0.42977,-1.12538
1.00000,12.51841,0.45627,-1.33000
1.00000,12.01341,0.32411,-0.90704
2.00000,12.53979,0.34796,-0.87905
2.00000,12.74821,0.29267,-0.86427
2.00000,12.38605,0.29529,-0.80974
3.00000,12.11427,0.33140,-0.87248
4.00000,11.70381,0.35381,-0.96028
1.00000,14.78858,0.40462,-0.94636
2.00000,14.66260,0.41437,-0.97868
1.00000,14.47878,0.43174,-1.04294
3.00000,14.22007,0.43155,-1.05109
1.00000,14.14636,0.33084,-0.79731
5.00000,14.32310,0.31635,-0.76894
1.00000,11.90570,0.33042,-0.89916
1.00000,12.67928,0.33409,-0.84695
2.00000,12.10330,0.36764,-0.94407
1.00000,11.73383,0.36894,-1.03788
3.00000,12.19310,0.44384,-1.25878
2.00000,12.15469,0.44104,-1.28445
1.00000,14.32717,0.40501,-1.30497
1.00000,12.87044,0.45970,-1.41162
11.00000,11.60392,0.38873,-1.08074
6.00000,12.21423,0.40499,-1.04539
2.00000,11.85204,0.42139,-1.15390
1.00000,12.02383,0.37560,-0.96890
1.00000,12.80257,0.40499,-1.01378
8.00000,13.42058,0.27945,-0.73894
1.00000,13.23365,0.46643,-1.28825
1.00000,12.61366,0.45767,-1.36417
6.00000,12.18945,0.44145,-1.29377
1.00000,12.44889,0.42088,-1.09062
3.00000,11.98791,0.38810,-1.00613
1.00000,13.44298,0.31261,-0.78503
1.00000,13.72205,0.29867,-0.91681
2.00000,12.98943,0.36533,-1.10210
1.00000,13.31609,0.36196,-1.10255
2.00000,12.78299,0.44076,-1.36558
1.00000,12.77577,0.42348,-1.30718
1.00000,12.04724,0.42868,-1.25801
2.00000,12.37721,0.36197,-1.06261
5.00000,13.63804,0.46654,-1.50469
5.00000,11.87344,0.34431,-0.96578
2.00000,12.16607,0.32316,-0.85672
1.00000,12.42620,0.28874,-0.82570
1.00000,12.11377,0.40861,-1.06562
1.00000,12.06052,0.42769,-1.15675
3.00000,11.68240,0.36132,-0.97164
3.00000,11.65367,0.36716,-0.98801
1.00000,11.79822,0.35603,-0.94340
3.00000,13.19039,0.26232,-0.80372
1.00000,12.96604,0.24962,-0.73859
3.00000,14.15255,0.20334,-0.64044
1.00000,13.44624,0.26841,-0.82918
2.00000,12.65989,0.27289,-0.77191
2.00000,12.62205,0.34299,-0.86581
2.00000,12.20277,0.36153,-0.92418
1.00000,12.10570,0.38168,-0.97982
9.00000,13.22349,0.43381,-1.10137
1.00000,12.17744,0.38754,-0.99198
2.00000,11.67735,0.39595,-1.11977
1.00000,11.94169,0.34711,-0.91244
1.00000,12.68390,0.26827,-0.77784
1.00000,12.05726,0.31646,-0.87972
1.00000,13.16284,0.35291,-1.06569
7.00000,11.80664,0.36334,-1.02675
2.00000,11.78205,0.39745,-1.13982
1.00000,13.15983,0.30438,-0.91474
4.00000,12.63822,0.36707,-0.91629
1.00000,11.90439,0.40698,-1.07759
2.00000,11.59955,0.37533,-1.02923
4.00000,12.72705,0.36229,-0.90177
6.00000,11.87385,0.33761,-0.90696
2.00000,12.26984,0.34827,-1.01046
1.00000,13.19307,0.30880,-0.92858
2.00000,12.38662,0.38978,-1.16119
3.00000,12.78463,0.39767,-1.21151
2.00000,11.70524,0.39030,-1.04030
5.00000,11.73767,0.34859,-0.95093
9.00000,11.69959,0.35807,-0.99059
1.00000,11.63506,0.38402,-1.07433
2.00000,11.80686,0.36600,-1.03616
5.00000,12.01507,0.43270,-1.19727
1.00000,12.99266,0.45136,-1.20367
2.00000,11.89634,0.34299,-0.91025
2.00000,11.66381,0.40483,-1.13829
5.00000,11.93454,0.43145,-1.21893
3.00000,13.17341,0.47356,-1.42647
4.00000,13.66407,0.48001,-1.36897
2.00000,13.59268,0.40533,-1.27795
1.00000,12.08361,0.31491,-0.86041
5.00000,12.25240,0.30032,-0.83227
5.00000,12.36589,0.30095,-0.86371
1.00000,11.91271,0.39803,-1.15576
2.00000,14.13680,0.49093,-1.44285
2.00000,12.31845,0.44515,-1.23665
1.00000,12.55192,0.33752,-0.85853
2.00000,12.45968,0.33406,-0.85651
1.00000,13.27749,0.24868,-0.71161
3.00000,12.11237,0.31402,-0.85442
3.00000,12.55315,0.35313,-1.04136
1.00000,14.47433,0.24977,-0.67618
5.00000,14.94960,0.26780,-0.68778
4.00000,12.21393,0.42102,-1.25715
3.00000,12.14465,0.42775,-1.26895
6.00000,11.93202,0.41427,-1.10523
4.00000,11.80488,0.35294,-0.98900
5.00000,11.88689,0.33805,-0.94360
1.00000,12.34289,0.43925,-1.19062
4.00000,12.47603,0.45414,-1.29676
8.00000,11.89253,0.42889,-1.21084
2.00000,11.69640,0.38759,-1.03285
4.00000,11.95901,0.34468,-0.97627
1.00000,11.90695,0.42934,-1.20299
8.00000,11.84470,0.42567,-1.19844
1.00000,12.58832,0.41226,-1.04920
1.00000,12.96089,0.32469,-0.82000
11.00000,11.64290,0.36424,-0.99898
1.00000,11.77676,0.34366,-0.93878
3.00000,11.78481,0.34272,-0.93510
4.00000,13.05065,0.24623,-0.74967
