VARNAMES:,ROW,zMIN,zMAX,z,MUDIF,MUDIFERR,MUREF,NFIT,name,sim_num,muopt,muopt_num,fitopt,fitopt_num,ol_ref,w_ref
ROW:,19,0.87650,1.01910,0.93050,0.02210,0.04290,43.89320,23,XFIELD,1,DEFAULT,0,SALT25_cal,6,,
ROW:,20,1.01910,1.20000,1.05360,-0.06730,0.06580,44.22310,8,XFIELD,1,DEFAULT,0,SALT25_cal,6,,
ROW:,1,0.01000,0.03050,0.02130,0.07570,0.02120,34.83310,69,XFIELD,1,DEFAULT,0,SALT26_cal,7,,
ROW:,2,0.03050,0.05240,0.03790,0.03170,0.02080,36.11660,44,XFIELD,1,DEFAULT,0,SALT26_cal,7,,
ROW:,3,0.05240,0.07570,0.05920,0.07220,0.04200,37.11650,9,XFIELD,1,DEFAULT,0,SALT26_cal,7,,
ROW:,4,0.07570,0.10060,0.08510,0.00000,999.00000,37.94530,0,XFIELD,1,DEFAULT,0,SALT26_cal,7,,
ROW:,5,0.10060,0.12730,0.11580,0.00000,999.00000,38.65990,0,XFIELD,1,DEFAULT,0,SALT26_cal,7,,
ROW:,6,0.12730,0.15610,0.14690,0.04610,0.05050,39.21890,5,XFIELD,1,DEFAULT,0,SALT26_cal,7,,
ROW:,7,0.15610,0.18720,0.16960,-0.40920,0.58010,39.56230,2,XFIELD,1,DEFAULT,0,SALT26_cal,7,,
ROW:,8,0.18720,0.22090,0.21180,0.14610,0.07310,40.09900,4,XFIELD,1,DEFAULT,0,SALT26_cal,7,,
ROW:,9,0.22090,0.25770,0.23800,0.00150,0.03270,40.38400,14,XFIELD,1,DEFAULT,0,SALT26_cal,7,,
ROW:,10,0.25770,0.29810,0.28290,0.01900,0.02830,40.81090,26,XFIELD,1,DEFAULT,0,SALT26_cal,7,,
ROW:,11,0.29810,0.34260,0.32050,0.03540,0.02040,41.12330,50,XFIELD,1,DEFAULT,0,SALT26_cal,7,,
ROW:,12,0.34260,0.39200,0.36130,0.01440,0.02690,41.42600,26,XFIELD,1,DEFAULT,0,SALT26_cal,7,,
ROW:,13,0.39200,0.44730,0.43000,-0.00210,0.02410,41.87050,40,XFIELD,1,DEFAULT,0,SALT26_cal,7,,
ROW:,14,0.44730,0.50980,0.47400,-0.00230,0.02060,42.12170,63,XFIELD,1,DEFAULT,0,SALT26_cal,7,,
ROW:,15,0.50980,0.58110,0.54370,-0.03620,0.02240,42.47760,65,XFIELD,1,DEFAULT,0,SALT26_cal,7,,
ROW:,16,0.58110,0.66360,0.61800,-0.03090,0.02190,42.81240,80,XFIELD,1,DEFAULT,0,SALT26_cal,7,,
ROW:,17,0.66360,0.76050,0.70340,-0.02570,0.02500,43.15290,73,XFIELD,1,DEFAULT,0,SALT26_cal,7,,
ROW:,18,0.76050,0.87650,0.81650,-0.03870,0.03190,43.54690,58,XFIELD,1,DEFAULT,0,SALT26_cal,7,,
ROW:,19,0.87650,1.01910,0.93080,-0.00850,0.04260,43.89400,23,XFIELD,1,DEFAULT,0,SALT26_cal,7,,
ROW:,20,1.01910,1.20000,1.04730,-0.07930,0.07510,44.20730,7,XFIELD,1,DEFAULT,0,SALT26_cal,7,,
ROW:,1,0.01000,0.03050,0.02100,0.05390,0.02120,34.80640,70,XFIELD,1,DEFAULT,0,SALT27_cal,8,,
ROW:,2,0.03050,0.05240,0.03820,0.01880,0.02100,36.13180,43,XFIELD,1,DEFAULT,0,SALT27_cal,8,,
ROW:,3,0.05240,0.07570,0.06000,0.07240,0.04000,37.14580,10,XFIELD,1,DEFAULT,0,SALT27_cal,8,,
ROW:,4,0.07570,0.10060,0.08510,0.00000,999.00000,37.94530,0,XFIELD,1,DEFAULT,0,SALT27_cal,8,,
ROW:,5,0.10060,0.12730,0.11580,0.00000,999.00000,38.65990,0,XFIELD,1,DEFAULT,0,SALT27_cal,8,,
ROW:,6,0.12730,0.15610,0.14670,0.09230,0.05640,39.21520,4,XFIELD,1,DEFAULT,0,SALT27_cal,8,,
ROW:,7,0.15610,0.18720,0.16970,-0.40310,0.57960,39.56250,2,XFIELD,1,DEFAULT,0,SALT27_cal,8,,
ROW:,8,0.18720,0.22090,0.21180,0.14290,0.07260,40.09900,4,XFIELD,1,DEFAULT,0,SALT27_cal,8,,
ROW:,9,0.22090,0.25770,0.23850,-0.01330,0.03190,40.38910,15,XFIELD,1,DEFAULT,0,SALT27_cal,8,,
ROW:,10,0.25770,0.29810,0.28290,0.01170,0.02810,40.81150,27,XFIELD,1,DEFAULT,0,SALT27_cal,8,,
ROW:,11,0.29810,0.34260,0.32060,0.03770,0.02060,41.12400,49,XFIELD,1,DEFAULT,0,SALT27_cal,8,,
ROW:,12,0.34260,0.39200,0.36130,0.02070,0.02650,41.42610,26,XFIELD,1,DEFAULT,0,SALT27_cal,8,,
ROW:,13,0.39200,0.44730,0.43000,-0.00560,0.02400,41.87060,40,XFIELD,1,DEFAULT,0,SALT27_cal,8,,
ROW:,14,0.44730,0.50980,0.47360,-0.00390,0.02050,42.11920,62,XFIELD,1,DEFAULT,0,SALT27_cal,8,,
ROW:,15,0.50980,0.58110,0.54390,-0.03960,0.02250,42.47850,65,XFIELD,1,DEFAULT,0,SALT27_cal,8,,
ROW:,16,0.58110,0.66360,0.61820,-0.03600,0.02210,42.81330,78,XFIELD,1,DEFAULT,0,SALT27_cal,8,,
ROW:,17,0.66360,0.76050,0.70310,-0.02300,0.02540,43.15180,71,XFIELD,1,DEFAULT,0,SALT27_cal,8,,
ROW:,18,0.76050,0.87650,0.81740,-0.01430,0.03180,43.54960,57,XFIELD,1,DEFAULT,0,SALT27_cal,8,,
ROW:,19,0.87650,1.01910,0.93210,0.03890,0.04480,43.89770,23,XFIELD,1,DEFAULT,0,SALT27_cal,8,,
ROW:,20,1.01910,1.20000,1.05020,-0.06860,0.06470,44.21460,8,XFIELD,1,DEFAULT,0,SALT27_cal,8,,
ROW:,1,0.01000,0.03050,0.02100,0.08000,0.02090,34.80150,68,XFIELD,1,DEFAULT,0,SALT28_cal,9,,
ROW:,2,0.03050,0.05240,0.03830,0.03330,0.01990,36.13870,45,XFIELD,1,DEFAULT,0,SALT28_cal,9,,
ROW:,3,0.05240,0.07570,0.05900,0.06940,0.04070,37.11090,9,XFIELD,1,DEFAULT,0,SALT28_cal,9,,
ROW:,4,0.07570,0.10060,0.08510,0.00000,999.00000,37.94530,0,XFIELD,1,DEFAULT,0,SALT28_cal,9,,
ROW:,5,0.10060,0.12730,0.11580,0.00000,999.00000,38.65990,0,XFIELD,1,DEFAULT,0,SALT28_cal,9,,
ROW:,6,0.12730,0.15610,0.14660,0.08450,0.05480,39.21480,4,XFIELD,1,DEFAULT,0,SALT28_cal,9,,
ROW:,7,0.15610,0.18720,0.16970,-0.40880,0.58040,39.56330,2,XFIELD,1,DEFAULT,0,SALT28_cal,9,,
ROW:,8,0.18720,0.22090,0.21080,0.06250,0.07630,40.08710,3,XFIELD,1,DEFAULT,0,SALT28_cal,9,,
ROW:,9,0.22090,0.25770,0.23840,-0.00390,0.03060,40.38770,16,XFIELD,1,DEFAULT,0,SALT28_cal,9,,
ROW:,10,0.25770,0.29810,0.28290,0.02710,0.02710,40.81150,26,XFIELD,1,DEFAULT,0,SALT28_cal,9,,
ROW:,11,0.29810,0.34260,0.32050,0.03790,0.02000,41.12370,49,XFIELD,1,DEFAULT,0,SALT28_cal,9,,
ROW:,12,0.34260,0.39200,0.36140,0.02340,0.02580,41.42670,26,XFIELD,1,DEFAULT,0,SALT28_cal,9,,
ROW:,13,0.39200,0.44730,0.43000,-0.00160,0.02320,41.87040,40,XFIELD,1,DEFAULT,0,SALT28_cal,9,,
ROW:,14,0.44730,0.50980,0.47350,0.00170,0.02000,42.11880,62,XFIELD,1,DEFAULT,0,SALT28_cal,9,,
ROW:,15,0.50980,0.58110,0.54300,-0.04060,0.02180,42.47410,67,XFIELD,1,DEFAULT,0,SALT28_cal,9,,
ROW:,16,0.58110,0.66360,0.61820,-0.03880,0.02140,42.81310,80,XFIELD,1,DEFAULT,0,SALT28_cal,9,,
ROW:,17,0.66360,0.76050,0.70280,-0.03740,0.02480,43.15050,75,XFIELD,1,DEFAULT,0,SALT28_cal,9,,
ROW:,18,0.76050,0.87650,0.81890,-0.03770,0.03180,43.55440,58,XFIELD,1,DEFAULT,0,SALT28_cal,9,,
ROW:,19,0.87650,1.01910,0.93010,0.04310,0.04640,43.89210,22,XFIELD,1,DEFAULT,0,SALT28_cal,9,,
ROW:,20,1.01910,1.20000,1.05250,-0.06940,0.06670,44.22030,8,XFIELD,1,DEFAULT,0,SALT28_cal,9,,
ROW:,1,0.01000,0.03050,0.02100,0.07440,0.02090,34.80970,68,XFIELD,1,DEFAULT,0,SALT29_cal,10,,
ROW:,2,0.03050,0.05240,0.03820,0.02610,0.01980,36.13020,46,XFIELD,1,DEFAULT,0,SALT29_cal,10,,
ROW:,3,0.05240,0.07570,0.05910,0.06390,0.04040,37.11270,9,XFIELD,1,DEFAULT,0,SALT29_cal,10,,
ROW:,4,0.07570,0.10060,0.08510,0.00000,999.00000,37.94530,0,XFIELD,1,DEFAULT,0,SALT29_cal,10,,
ROW:,5,0.10060,0.12730,0.11580,0.00000,999.00000,38.65990,0,XFIELD,1,DEFAULT,0,SALT29_cal,10,,
ROW:,6,0.12730,0.15610,0.14660,0.08470,0.05480,39.21470,4,XFIELD,1,DEFAULT,0,SALT29_cal,10,,
ROW:,7,0.15610,0.18720,0.16970,-0.40360,0.57990,39.56320,2,XFIELD,1,DEFAULT,0,SALT29_cal,10,,
ROW:,8,0.18720,0.22090,0.21080,0.06560,0.07630,40.08740,3,XFIELD,1,DEFAULT,0,SALT29_cal,10,,
ROW:,9,0.22090,0.25770,0.23840,-0.00060,0.03060,40.38770,16,XFIELD,1,DEFAULT,0,SALT29_cal,10,,
ROW:,10,0.25770,0.29810,0.28280,0.03250,0.02690,40.81080,26,XFIELD,1,DEFAULT,0,SALT29_cal,10,,
ROW:,11,0.29810,0.34260,0.32060,0.03990,0.02000,41.12410,49,XFIELD,1,DEFAULT,0,SALT29_cal,10,,
ROW:,12,0.34260,0.39200,0.36130,0.02440,0.02580,41.42640,26,XFIELD,1,DEFAULT,0,SALT29_cal,10,,
ROW:,13,0.39200,0.44730,0.42990,-0.00170,0.02320,41.87010,40,XFIELD,1,DEFAULT,0,SALT29_cal,10,,
ROW:,14,0.44730,0.50980,0.47390,0.00120,0.01970,42.12110,65,XFIELD,1,DEFAULT,0,SALT29_cal,10,,
ROW:,15,0.50980,0.58110,0.54310,-0.04580,0.02180,42.47450,67,XFIELD,1,DEFAULT,0,SALT29_cal,10,,
ROW:,16,0.58110,0.66360,0.61770,-0.04170,0.02170,42.81120,78,XFIELD,1,DEFAULT,0,SALT29_cal,10,,
ROW:,17,0.66360,0.76050,0.70400,-0.03900,0.02480,43.15500,75,XFIELD,1,DEFAULT,0,SALT29_cal,10,,
ROW:,18,0.76050,0.87650,0.81850,-0.02840,0.03160,43.55300,58,XFIELD,1,DEFAULT,0,SALT29_cal,10,,
ROW:,19,0.87650,1.01910,0.92640,0.05420,0.04090,43.88160,23,XFIELD,1,DEFAULT,0,SALT29_cal,10,,
ROW:,20,1.01910,1.20000,1.04660,-0.05870,0.07800,44.20550,6,XFIELD,1,DEFAULT,0,SALT29_cal,10,,
ROW:,1,0.01000,0.03050,0.02110,0.07780,0.02110,34.81650,69,XFIELD,1,DEFAULT,0,MWEBV,11,,
ROW:,2,0.03050,0.05240,0.03810,0.03120,0.02040,36.12410,45,XFIELD,1,DEFAULT,0,MWEBV,11,,
ROW:,3,0.05240,0.07570,0.05920,0.06380,0.04120,37.11740,9,XFIELD,1,DEFAULT,0,MWEBV,11,,
ROW:,4,0.07570,0.10060,0.08510,0.00000,999.00000,37.94530,0,XFIELD,1,DEFAULT,0,MWEBV,11,,
ROW:,5,0.10060,0.12730,0.11580,0.00000,999.00000,38.65990,0,XFIELD,1,DEFAULT,0,MWEBV,11,,
ROW:,6,0.12730,0.15610,0.14670,0.08650,0.05570,39.21530,4,XFIELD,1,DEFAULT,0,MWEBV,11,,
ROW:,7,0.15610,0.18720,0.16970,-0.40750,0.57980,39.56290,2,XFIELD,1,DEFAULT,0,MWEBV,11,,
ROW:,8,0.18720,0.22090,0.21180,0.15210,0.07140,40.09870,4,XFIELD,1,DEFAULT,0,MWEBV,11,,
ROW:,9,0.22090,0.25770,0.23850,-0.00650,0.03130,40.38910,15,XFIELD,1,DEFAULT,0,MWEBV,11,,
ROW:,10,0.25770,0.29810,0.28290,0.02020,0.02760,40.81100,26,XFIELD,1,DEFAULT,0,MWEBV,11,,
ROW:,11,0.29810,0.34260,0.32040,0.03540,0.02030,41.12300,48,XFIELD,1,DEFAULT,0,MWEBV,11,,
ROW:,12,0.34260,0.39200,0.36130,0.01980,0.02630,41.42640,26,XFIELD,1,DEFAULT,0,MWEBV,11,,
ROW:,13,0.39200,0.44730,0.42990,-0.00430,0.02380,41.86980,40,XFIELD,1,DEFAULT,0,MWEBV,11,,
ROW:,14,0.44730,0.50980,0.47370,-0.00080,0.02010,42.12000,63,XFIELD,1,DEFAULT,0,MWEBV,11,,
ROW:,15,0.50980,0.58110,0.54330,-0.04040,0.02200,42.47580,67,XFIELD,1,DEFAULT,0,MWEBV,11,,
ROW:,16,0.58110,0.66360,0.61800,-0.04130,0.02140,42.81240,79,XFIELD,1,DEFAULT,0,MWEBV,11,,
ROW:,17,0.66360,0.76050,0.70460,-0.03210,0.02510,43.15710,72,XFIELD,1,DEFAULT,0,MWEBV,11,,
ROW:,18,0.76050,0.87650,0.81740,-0.03210,0.03150,43.54960,57,XFIELD,1,DEFAULT,0,MWEBV,11,,
ROW:,19,0.87650,1.01910,0.93090,0.03360,0.04480,43.89420,23,XFIELD,1,DEFAULT,0,MWEBV,11,,
ROW:,20,1.01910,1.20000,1.06190,-0.07170,0.06270,44.24390,8,XFIELD,1,DEFAULT,0,MWEBV,11,,
ROW:,1,0.01000,0.03050,0.02110,0.07410,0.02120,34.81520,69,XFIELD,1,DEFAULT,0,HST_cal,12,,
ROW:,2,0.03050,0.05240,0.03830,0.02940,0.02050,36.13940,45,XFIELD,1,DEFAULT,0,HST_cal,12,,
ROW:,3,0.05240,0.07570,0.05920,0.06150,0.04140,37.11720,9,XFIELD,1,DEFAULT,0,HST_cal,12,,
ROW:,4,0.07570,0.10060,0.08510,0.00000,999.00000,37.94530,0,XFIELD,1,DEFAULT,0,HST_cal,12,,
ROW:,5,0.10060,0.12730,0.11580,0.00000,999.00000,38.65990,0,XFIELD,1,DEFAULT,0,HST_cal,12,,
ROW:,6,0.12730,0.15610,0.14670,0.08660,0.05610,39.21520,4,XFIELD,1,DEFAULT,0,HST_cal,12,,
ROW:,7,0.15610,0.18720,0.16970,-0.40790,0.58010,39.56290,2,XFIELD,1,DEFAULT,0,HST_cal,12,,
ROW:,8,0.18720,0.22090,0.21180,0.14860,0.07190,40.09850,4,XFIELD,1,DEFAULT,0,HST_cal,12,,
ROW:,9,0.22090,0.25770,0.23850,-0.00730,0.03150,40.38910,15,XFIELD,1,DEFAULT,0,HST_cal,12,,
ROW:,10,0.25770,0.29810,0.28260,0.02270,0.02760,40.80890,26,XFIELD,1,DEFAULT,0,HST_cal,12,,
ROW:,11,0.29810,0.34260,0.32040,0.03960,0.02040,41.12230,48,XFIELD,1,DEFAULT,0,HST_cal,12,,
ROW:,12,0.34260,0.39200,0.36130,0.02040,0.02640,41.42630,26,XFIELD,1,DEFAULT,0,HST_cal,12,,
ROW:,13,0.39200,0.44730,0.42990,-0.00460,0.02390,41.87000,40,XFIELD,1,DEFAULT,0,HST_cal,12,,
ROW:,14,0.44730,0.50980,0.47370,0.00110,0.02020,42.11990,63,XFIELD,1,DEFAULT,0,HST_cal,12,,
ROW:,15,0.50980,0.58110,0.54350,-0.03900,0.02220,42.47650,66,XFIELD,1,DEFAULT,0,HST_cal,12,,
ROW:,16,0.58110,0.66360,0.61830,-0.03970,0.02180,42.81350,80,XFIELD,1,DEFAULT,0,HST_cal,12,,
ROW:,17,0.66360,0.76050,0.70400,-0.03480,0.02520,43.15510,73,XFIELD,1,DEFAULT,0,HST_cal,12,,
ROW:,18,0.76050,0.87650,0.81760,-0.02740,0.03190,43.55040,56,XFIELD,1,DEFAULT,0,HST_cal,12,,
ROW:,19,0.87650,1.01910,0.93200,0.02350,0.04500,43.89750,23,XFIELD,1,DEFAULT,0,HST_cal,12,,
ROW:,20,1.01910,1.20000,1.04980,-0.07880,0.06460,44.21360,8,XFIELD,1,DEFAULT,0,HST_cal,12,,
ROW:,1,0.01000,0.03050,0.02110,0.07610,0.02130,34.81480,69,XFIELD,1,DEFAULT,0,VPEC,13,,
ROW:,2,0.03050,0.05240,0.03830,0.03110,0.02060,36.13950,45,XFIELD,1,DEFAULT,0,VPEC,13,,
ROW:,3,0.05240,0.07570,0.05940,0.05660,0.04100,37.12320,9,XFIELD,1,DEFAULT,0,VPEC,13,,
ROW:,4,0.07570,0.10060,0.08510,0.00000,999.00000,37.94530,0,XFIELD,1,DEFAULT,0,VPEC,13,,
ROW:,5,0.10060,0.12730,0.11580,0.00000,999.00000,38.65990,0,XFIELD,1,DEFAULT,0,VPEC,13,,
ROW:,6,0.12730,0.15610,0.14670,0.08760,0.05630,39.21530,4,XFIELD,1,DEFAULT,0,VPEC,13,,
ROW:,7,0.15610,0.18720,0.16970,-0.40740,0.58010,39.56280,2,XFIELD,1,DEFAULT,0,VPEC,13,,
ROW:,8,0.18720,0.22090,0.21180,0.15060,0.07210,40.09850,4,XFIELD,1,DEFAULT,0,VPEC,13,,
ROW:,9,0.22090,0.25770,0.23850,-0.00640,0.03160,40.38920,15,XFIELD,1,DEFAULT,0,VPEC,13,,
ROW:,10,0.25770,0.29810,0.28280,0.02220,0.02780,40.81070,26,XFIELD,1,DEFAULT,0,VPEC,13,,
ROW:,11,0.29810,0.34260,0.32030,0.03800,0.02050,41.12230,48,XFIELD,1,DEFAULT,0,VPEC,13,,
ROW:,12,0.34260,0.39200,0.36130,0.02070,0.02650,41.42640,26,XFIELD,1,DEFAULT,0,VPEC,13,,
ROW:,13,0.39200,0.44730,0.42980,-0.00270,0.02390,41.86930,40,XFIELD,1,DEFAULT,0,VPEC,13,,
ROW:,14,0.44730,0.50980,0.47370,0.00130,0.02030,42.11980,63,XFIELD,1,DEFAULT,0,VPEC,13,,
ROW:,15,0.50980,0.58110,0.54350,-0.03830,0.02220,42.47650,66,XFIELD,1,DEFAULT,0,VPEC,13,,
ROW:,16,0.58110,0.66360,0.61830,-0.03950,0.02160,42.81370,80,XFIELD,1,DEFAULT,0,VPEC,13,,
ROW:,17,0.66360,0.76050,0.70360,-0.03200,0.02540,43.15330,70,XFIELD,1,DEFAULT,0,VPEC,13,,
ROW:,18,0.76050,0.87650,0.81710,-0.03400,0.03190,43.54850,56,XFIELD,1,DEFAULT,0,VPEC,13,,
ROW:,19,0.87650,1.01910,0.93030,0.01220,0.04230,43.89260,23,XFIELD,1,DEFAULT,0,VPEC,13,,
ROW:,20,1.01910,1.20000,1.05400,-0.07000,0.06580,44.22410,8,XFIELD,1,DEFAULT,0,VPEC,13,,
ROW:,1,0.01000,0.03050,0.02100,0.08420,0.02210,34.80950,69,XFIELD,1,DEFAULT,0,TESTnozband,14,,
ROW:,2,0.03050,0.05240,0.03830,0.02810,0.02150,36.13790,45,XFIELD,1,DEFAULT,0,TESTnozband,14,,
ROW:,3,0.05240,0.07570,0.05930,0.04750,0.04340,37.12150,9,XFIELD,1,DEFAULT,0,TESTnozband,14,,
ROW:,4,0.07570,0.10060,0.08510,0.00000,999.00000,37.94530,0,XFIELD,1,DEFAULT,0,TESTnozband,14,,
ROW:,5,0.10060,0.12730,0.11580,0.00000,999.00000,38.65990,0,XFIELD,1,DEFAULT,0,TESTnozband,14,,
ROW:,6,0.12730,0.15610,0.14680,0.08980,0.05800,39.21740,4,XFIELD,1,DEFAULT,0,TESTnozband,14,,
ROW:,7,0.15610,0.18720,0.16960,-0.42300,0.58200,39.56140,2,XFIELD,1,DEFAULT,0,TESTnozband,14,,
ROW:,8,0.18720,0.22090,0.21170,0.17610,0.07300,40.09740,4,XFIELD,1,DEFAULT,0,TESTnozband,14,,
ROW:,9,0.22090,0.25770,0.23870,-0.00590,0.03280,40.39100,15,XFIELD,1,DEFAULT,0,TESTnozband,14,,
ROW:,10,0.25770,0.29810,0.28270,0.02990,0.02820,40.80980,26,XFIELD,1,DEFAULT,0,TESTnozband,14,,
ROW:,11,0.29810,0.34260,0.31910,0.03860,0.02210,41.11230,50,XFIELD,1,DEFAULT,0,TESTnozband,14,,
ROW:,12,0.34260,0.39200,0.36090,0.01950,0.03150,41.42300,26,XFIELD,1,DEFAULT,0,TESTnozband,14,,
ROW:,13,0.39200,0.44730,0.43110,0.00590,0.02870,41.87690,38,XFIELD,1,DEFAULT,0,TESTnozband,14,,
ROW:,14,0.44730,0.50980,0.47290,0.00990,0.02380,42.11570,65,XFIELD,1,DEFAULT,0,TESTnozband,14,,
ROW:,15,0.50980,0.58110,0.54610,-0.03520,0.02860,42.48920,58,XFIELD,1,DEFAULT,0,TESTnozband,14,,
ROW:,16,0.58110,0.66360,0.61610,-0.05950,0.02640,42.80450,72,XFIELD,1,DEFAULT,0,TESTnozband,14,,
ROW:,17,0.66360,0.76050,0.70000,-0.06060,0.03330,43.13990,66,XFIELD,1,DEFAULT,0,TESTnozband,14,,
ROW:,18,0.76050,0.87650,0.82570,-0.02800,0.05260,43.57650,34,XFIELD,1,DEFAULT,0,TESTnozband,14,,
ROW:,19,0.87650,1.01910,0.92800,0.00100,0.07780,43.88620,13,XFIELD,1,DEFAULT,0,TESTnozband,14,,
ROW:,20,1.01910,1.20000,1.09930,-0.44830,0.28300,44.33590,1,XFIELD,1,DEFAULT,0,TESTnozband,14,,
ROW:,1,0.01000,0.03050,0.02110,0.08080,0.02140,34.81380,69,XFIELD,1,DEFAULT,0,DES_ZP_g_survcal,15,,
ROW:,2,0.03050,0.05240,0.03830,0.03470,0.02070,36.13970,45,XFIELD,1,DEFAULT,0,DES_ZP_g_survcal,15,,
ROW:,3,0.05240,0.07570,0.05940,0.05910,0.04130,37.12330,9,XFIELD,1,DEFAULT,0,DES_ZP_g_survcal,15,,
ROW:,4,0.07570,0.10060,0.08510,0.00000,999.00000,37.94530,0,XFIELD,1,DEFAULT,0,DES_ZP_g_survcal,15,,
ROW:,5,0.10060,0.12730,0.11580,0.00000,999.00000,38.65990,0,XFIELD,1,DEFAULT,0,DES_ZP_g_survcal,15,,
ROW:,6,0.12730,0.15610,0.14670,0.08290,0.05670,39.21540,4,XFIELD,1,DEFAULT,0,DES_ZP_g_survcal,15,,
ROW:,7,0.15610,0.18720,0.16960,-0.41130,0.57960,39.56190,2,XFIELD,1,DEFAULT,0,DES_ZP_g_survcal,15,,
ROW:,8,0.18720,0.22090,0.21180,0.15100,0.07220,40.09900,4,XFIELD,1,DEFAULT,0,DES_ZP_g_survcal,15,,
ROW:,9,0.22090,0.25770,0.23850,-0.00760,0.03180,40.38940,15,XFIELD,1,DEFAULT,0,DES_ZP_g_survcal,15,,
ROW:,10,0.25770,0.29810,0.28200,0.02870,0.02750,40.80310,26,XFIELD,1,DEFAULT,0,DES_ZP_g_survcal,15,,
ROW:,11,0.29810,0.34260,0.32050,0.03500,0.02070,41.12350,49,XFIELD,1,DEFAULT,0,DES_ZP_g_survcal,15,,
ROW:,12,0.34260,0.39200,0.36130,0.02050,0.02670,41.42630,26,XFIELD,1,DEFAULT,0,DES_ZP_g_survcal,15,,
ROW:,13,0.39200,0.44730,0.42990,-0.00260,0.01950,41.87000,40,XFIELD,1,DEFAULT,0,DES_ZP_g_survcal,15,,
ROW:,14,0.44730,0.50980,0.47420,0.00030,0.02020,42.12230,65,XFIELD,1,DEFAULT,0,DES_ZP_g_survcal,15,,
ROW:,15,0.50980,0.58110,0.54300,-0.04330,0.02200,42.47430,67,XFIELD,1,DEFAULT,0,DES_ZP_g_survcal,15,,
ROW:,16,0.58110,0.66360,0.61760,-0.04020,0.02160,42.81070,80,XFIELD,1,DEFAULT,0,DES_ZP_g_survcal,15,,
ROW:,17,0.66360,0.76050,0.70310,-0.03520,0.02560,43.15180,70,XFIELD,1,DEFAULT,0,DES_ZP_g_survcal,15,,
ROW:,18,0.76050,0.87650,0.81700,-0.03200,0.03000,43.54830,56,XFIELD,1,DEFAULT,0,DES_ZP_g_survcal,15,,
ROW:,19,0.87650,1.01910,0.93040,0.01500,0.04240,43.89290,23,XFIELD,1,DEFAULT,0,DES_ZP_g_survcal,15,,
ROW:,20,1.01910,1.20000,1.05390,-0.06870,0.06570,44.22390,8,XFIELD,1,DEFAULT,0,DES_ZP_g_survcal,15,,
ROW:,1,0.01000,0.03050,0.02110,0.07630,0.02130,34.81510,69,XFIELD,1,DEFAULT,0,DES_ZP_r_survcal,16,,
ROW:,2,0.03050,0.05240,0.03830,0.03170,0.02060,36.13960,45,XFIELD,1,DEFAULT,0,DES_ZP_r_survcal,16,,
ROW:,3,0.05240,0.07570,0.05940,0.05730,0.04090,37.12330,9,XFIELD,1,DEFAULT,0,DES_ZP_r_survcal,16,,
ROW:,4,0.07570,0.10060,0.08510,0.00000,999.00000,37.94530,0,XFIELD,1,DEFAULT,0,DES_ZP_r_survcal,16,,
ROW:,5,0.10060,0.12730,0.11580,0.00000,999.00000,38.65990,0,XFIELD,1,DEFAULT,0,DES_ZP_r_survcal,16,,
ROW:,6,0.12730,0.15610,0.14690,0.05370,0.04970,39.21900,5,XFIELD,1,DEFAULT,0,DES_ZP_r_survcal,16,,
ROW:,7,0.15610,0.18720,0.16970,-0.40110,0.58000,39.56290,2,XFIELD,1,DEFAULT,0,DES_ZP_r_survcal,16,,
ROW:,8,0.18720,0.22090,0.21180,0.15410,0.07200,40.09880,4,XFIELD,1,DEFAULT,0,DES_ZP_r_survcal,16,,
ROW:,9,0.22090,0.25770,0.23850,-0.00270,0.03160,40.38900,15,XFIELD,1,DEFAULT,0,DES_ZP_r_survcal,16,,
ROW:,10,0.25770,0.29810,0.28290,0.02120,0.02790,40.81110,26,XFIELD,1,DEFAULT,0,DES_ZP_r_survcal,16,,
ROW:,11,0.29810,0.34260,0.32040,0.03920,0.02050,41.12290,48,XFIELD,1,DEFAULT,0,DES_ZP_r_survcal,16,,
ROW:,12,0.34260,0.39200,0.36130,0.01940,0.02650,41.42610,26,XFIELD,1,DEFAULT,0,DES_ZP_r_survcal,16,,
ROW:,13,0.39200,0.44730,0.43000,-0.00590,0.02380,41.87030,40,XFIELD,1,DEFAULT,0,DES_ZP_r_survcal,16,,
ROW:,14,0.44730,0.50980,0.47360,-0.00060,0.02020,42.11950,64,XFIELD,1,DEFAULT,0,DES_ZP_r_survcal,16,,
ROW:,15,0.50980,0.58110,0.54330,-0.04940,0.02210,42.47540,66,XFIELD,1,DEFAULT,0,DES_ZP_r_survcal,16,,
ROW:,16,0.58110,0.66360,0.61790,-0.03710,0.02180,42.81180,80,XFIELD,1,DEFAULT,0,DES_ZP_r_survcal,16,,
ROW:,17,0.66360,0.76050,0.70380,-0.02770,0.02530,43.15410,72,XFIELD,1,DEFAULT,0,DES_ZP_r_survcal,16,,
ROW:,18,0.76050,0.87650,0.81750,-0.03030,0.03160,43.55000,58,XFIELD,1,DEFAULT,0,DES_ZP_r_survcal,16,,
ROW:,19,0.87650,1.01910,0.92990,0.02790,0.04380,43.89160,23,XFIELD,1,DEFAULT,0,DES_ZP_r_survcal,16,,
ROW:,20,1.01910,1.20000,1.05620,-0.07240,0.06590,44.22960,8,XFIELD,1,DEFAULT,0,DES_ZP_r_survcal,16,,
