VARNAMES:,ROW,zMIN,zMAX,z,MUDIF,MUDIFERR,MUREF,NFIT,name,sim_num,muopt,muopt_num,fitopt,fitopt_num,ol_ref,w_ref
ROW:,2,0.03050,0.05240,0.04150,0.00000,999.00000,36.31560,0,5YR,1,DEFAULT,0,danlowzsys,61,,
ROW:,3,0.05240,0.07570,0.06640,-1.63940,0.90470,37.37770,1,5YR,1,DEFAULT,0,danlowzsys,61,,
ROW:,4,0.07570,0.10060,0.08980,0.00000,999.00000,38.06820,0,5YR,1,DEFAULT,0,danlowzsys,61,,
ROW:,5,0.10060,0.12730,0.11070,-1.68860,0.53350,38.55400,3,5YR,1,DEFAULT,0,danlowzsys,61,,
ROW:,6,0.12730,0.15610,0.14440,-1.53770,0.29540,39.17870,10,5YR,1,DEFAULT,0,danlowzsys,61,,
ROW:,7,0.15610,0.18720,0.17130,-0.01990,0.04570,39.58510,17,5YR,1,DEFAULT,0,danlowzsys,61,,
ROW:,8,0.18720,0.22090,0.20690,-0.00950,0.03220,40.04180,32,5YR,1,DEFAULT,0,danlowzsys,61,,
ROW:,9,0.22090,0.25770,0.23610,0.04260,0.02040,40.36440,51,5YR,1,DEFAULT,0,danlowzsys,61,,
ROW:,10,0.25770,0.29810,0.27810,0.05270,0.01810,40.76900,77,5YR,1,DEFAULT,0,danlowzsys,61,,
ROW:,11,0.29810,0.34260,0.32330,0.04000,0.01350,41.14570,122,5YR,1,DEFAULT,0,danlowzsys,61,,
ROW:,12,0.34260,0.39200,0.36400,0.04630,0.01310,41.44480,135,5YR,1,DEFAULT,0,danlowzsys,61,,
ROW:,13,0.39200,0.44730,0.42190,0.04780,0.01360,41.82140,145,5YR,1,DEFAULT,0,danlowzsys,61,,
ROW:,14,0.44730,0.50980,0.47520,0.02250,0.01220,42.12780,190,5YR,1,DEFAULT,0,danlowzsys,61,,
ROW:,15,0.50980,0.58110,0.54450,-0.00480,0.01150,42.48150,256,5YR,1,DEFAULT,0,danlowzsys,61,,
ROW:,16,0.58110,0.66360,0.62240,0.01430,0.01180,42.83090,312,5YR,1,DEFAULT,0,danlowzsys,61,,
ROW:,17,0.66360,0.76050,0.70410,-0.01820,0.01370,43.15550,249,5YR,1,DEFAULT,0,danlowzsys,61,,
ROW:,18,0.76050,0.87650,0.81090,-0.01590,0.01750,43.52860,209,5YR,1,DEFAULT,0,danlowzsys,61,,
ROW:,19,0.87650,1.01910,0.93780,-0.01220,0.03020,43.91400,57,5YR,1,DEFAULT,0,danlowzsys,61,,
ROW:,20,1.01910,1.20000,1.04840,-0.02900,0.04670,44.21010,19,5YR,1,DEFAULT,0,danlowzsys,61,,
ROW:,1,0.01000,0.03050,0.02030,0.00000,999.00000,34.72700,0,5YR,1,DEFAULT,0,DES_survcal_PS1COHERENT,62,,
ROW:,2,0.03050,0.05240,0.04150,0.00000,999.00000,36.31560,0,5YR,1,DEFAULT,0,DES_survcal_PS1COHERENT,62,,
ROW:,3,0.05240,0.07570,0.06640,-1.63190,0.90540,37.37770,1,5YR,1,DEFAULT,0,DES_survcal_PS1COHERENT,62,,
ROW:,4,0.07570,0.10060,0.08980,0.00000,999.00000,38.06820,0,5YR,1,DEFAULT,0,DES_survcal_PS1COHERENT,62,,
ROW:,5,0.10060,0.12730,0.11070,-1.67720,0.53370,38.55430,3,5YR,1,DEFAULT,0,DES_survcal_PS1COHERENT,62,,
ROW:,6,0.12730,0.15610,0.14440,-1.52850,0.29540,39.17900,10,5YR,1,DEFAULT,0,DES_survcal_PS1COHERENT,62,,
ROW:,7,0.15610,0.18720,0.17130,-0.00700,0.04570,39.58570,17,5YR,1,DEFAULT,0,DES_survcal_PS1COHERENT,62,,
ROW:,8,0.18720,0.22090,0.20690,-0.00010,0.03170,40.04160,32,5YR,1,DEFAULT,0,DES_survcal_PS1COHERENT,62,,
ROW:,9,0.22090,0.25770,0.23640,0.05250,0.01980,40.36710,52,5YR,1,DEFAULT,0,DES_survcal_PS1COHERENT,62,,
ROW:,10,0.25770,0.29810,0.27820,0.06140,0.01800,40.76990,77,5YR,1,DEFAULT,0,DES_survcal_PS1COHERENT,62,,
ROW:,11,0.29810,0.34260,0.32340,0.04380,0.01330,41.14640,123,5YR,1,DEFAULT,0,DES_survcal_PS1COHERENT,62,,
ROW:,12,0.34260,0.39200,0.36390,0.04560,0.01290,41.44450,134,5YR,1,DEFAULT,0,DES_survcal_PS1COHERENT,62,,
ROW:,13,0.39200,0.44730,0.42180,0.05180,0.01340,41.82120,146,5YR,1,DEFAULT,0,DES_survcal_PS1COHERENT,62,,
ROW:,14,0.44730,0.50980,0.47520,0.02210,0.01220,42.12780,189,5YR,1,DEFAULT,0,DES_survcal_PS1COHERENT,62,,
ROW:,15,0.50980,0.58110,0.54460,-0.00610,0.01150,42.48160,256,5YR,1,DEFAULT,0,DES_survcal_PS1COHERENT,62,,
ROW:,16,0.58110,0.66360,0.62220,0.00920,0.01180,42.83010,311,5YR,1,DEFAULT,0,DES_survcal_PS1COHERENT,62,,
ROW:,17,0.66360,0.76050,0.70410,-0.02050,0.01370,43.15530,251,5YR,1,DEFAULT,0,DES_survcal_PS1COHERENT,62,,
ROW:,18,0.76050,0.87650,0.81130,-0.01710,0.01740,43.52990,209,5YR,1,DEFAULT,0,DES_survcal_PS1COHERENT,62,,
ROW:,19,0.87650,1.01910,0.93880,-0.00550,0.03110,43.91690,57,5YR,1,DEFAULT,0,DES_survcal_PS1COHERENT,62,,
ROW:,20,1.01910,1.20000,1.04780,-0.04700,0.04680,44.20860,19,5YR,1,DEFAULT,0,DES_survcal_PS1COHERENT,62,,
ROW:,1,0.01000,0.03050,0.02030,0.00000,999.00000,34.72700,0,5YR,1,DEFAULT,0,noSupercal,63,,
ROW:,2,0.03050,0.05240,0.04150,0.00000,999.00000,36.31560,0,5YR,1,DEFAULT,0,noSupercal,63,,
ROW:,3,0.05240,0.07570,0.06640,-1.63940,0.90470,37.37770,1,5YR,1,DEFAULT,0,noSupercal,63,,
ROW:,4,0.07570,0.10060,0.08980,0.00000,999.00000,38.06820,0,5YR,1,DEFAULT,0,noSupercal,63,,
ROW:,5,0.10060,0.12730,0.11070,-1.68860,0.53350,38.55400,3,5YR,1,DEFAULT,0,noSupercal,63,,
ROW:,6,0.12730,0.15610,0.14440,-1.53770,0.29540,39.17870,10,5YR,1,DEFAULT,0,noSupercal,63,,
ROW:,7,0.15610,0.18720,0.17130,-0.01990,0.04570,39.58510,17,5YR,1,DEFAULT,0,noSupercal,63,,
ROW:,8,0.18720,0.22090,0.20690,-0.00950,0.03220,40.04180,32,5YR,1,DEFAULT,0,noSupercal,63,,
ROW:,9,0.22090,0.25770,0.23610,0.04260,0.02040,40.36440,51,5YR,1,DEFAULT,0,noSupercal,63,,
ROW:,10,0.25770,0.29810,0.27810,0.05270,0.01810,40.76900,77,5YR,1,DEFAULT,0,noSupercal,63,,
ROW:,11,0.29810,0.34260,0.32330,0.04000,0.01350,41.14570,122,5YR,1,DEFAULT,0,noSupercal,63,,
ROW:,12,0.34260,0.39200,0.36400,0.04630,0.01310,41.44480,135,5YR,1,DEFAULT,0,noSupercal,63,,
ROW:,13,0.39200,0.44730,0.42190,0.04780,0.01360,41.82140,145,5YR,1,DEFAULT,0,noSupercal,63,,
ROW:,14,0.44730,0.50980,0.47520,0.02250,0.01220,42.12780,190,5YR,1,DEFAULT,0,noSupercal,63,,
ROW:,15,0.50980,0.58110,0.54450,-0.00480,0.01150,42.48150,256,5YR,1,DEFAULT,0,noSupercal,63,,
ROW:,16,0.58110,0.66360,0.62240,0.01430,0.01180,42.83090,312,5YR,1,DEFAULT,0,noSupercal,63,,
ROW:,17,0.66360,0.76050,0.70410,-0.01820,0.01370,43.15550,249,5YR,1,DEFAULT,0,noSupercal,63,,
ROW:,18,0.76050,0.87650,0.81090,-0.01590,0.01750,43.52860,209,5YR,1,DEFAULT,0,noSupercal,63,,
ROW:,19,0.87650,1.01910,0.93780,-0.01220,0.03020,43.91400,57,5YR,1,DEFAULT,0,noSupercal,63,,
ROW:,20,1.01910,1.20000,1.04840,-0.02900,0.04670,44.21010,19,5YR,1,DEFAULT,0,noSupercal,63,,
ROW:,1,0.01000,0.03050,0.02030,0.00000,999.00000,34.72700,0,5YR,1,DEFAULT,0,3sigignore,64,,
ROW:,2,0.03050,0.05240,0.04150,0.00000,999.00000,36.31560,0,5YR,1,DEFAULT,0,3sigignore,64,,
ROW:,3,0.05240,0.07570,0.06640,-1.63940,0.90470,37.37770,1,5YR,1,DEFAULT,0,3sigignore,64,,
ROW:,4,0.07570,0.10060,0.08980,0.00000,999.00000,38.06820,0,5YR,1,DEFAULT,0,3sigignore,64,,
ROW:,5,0.10060,0.12730,0.11070,-1.68860,0.53350,38.55400,3,5YR,1,DEFAULT,0,3sigignore,64,,
ROW:,6,0.12730,0.15610,0.14440,-1.53770,0.29540,39.17870,10,5YR,1,DEFAULT,0,3sigignore,64,,
ROW:,7,0.15610,0.18720,0.17130,-0.01990,0.04570,39.58510,17,5YR,1,DEFAULT,0,3sigignore,64,,
ROW:,8,0.18720,0.22090,0.20690,-0.00950,0.03220,40.04180,32,5YR,1,DEFAULT,0,3sigignore,64,,
ROW:,9,0.22090,0.25770,0.23610,0.04260,0.02040,40.36440,51,5YR,1,DEFAULT,0,3sigignore,64,,
ROW:,10,0.25770,0.29810,0.27810,0.05270,0.01810,40.76900,77,5YR,1,DEFAULT,0,3sigignore,64,,
ROW:,11,0.29810,0.34260,0.32330,0.04000,0.01350,41.14570,122,5YR,1,DEFAULT,0,3sigignore,64,,
ROW:,12,0.34260,0.39200,0.36400,0.04630,0.01310,41.44480,135,5YR,1,DEFAULT,0,3sigignore,64,,
ROW:,13,0.39200,0.44730,0.42190,0.04780,0.01360,41.82140,145,5YR,1,DEFAULT,0,3sigignore,64,,
ROW:,14,0.44730,0.50980,0.47520,0.02250,0.01220,42.12780,190,5YR,1,DEFAULT,0,3sigignore,64,,
ROW:,15,0.50980,0.58110,0.54450,-0.00480,0.01150,42.48150,256,5YR,1,DEFAULT,0,3sigignore,64,,
ROW:,16,0.58110,0.66360,0.62240,0.01430,0.01180,42.83090,312,5YR,1,DEFAULT,0,3sigignore,64,,
ROW:,17,0.66360,0.76050,0.70410,-0.01820,0.01370,43.15550,249,5YR,1,DEFAULT,0,3sigignore,64,,
ROW:,18,0.76050,0.87650,0.81090,-0.01590,0.01750,43.52860,209,5YR,1,DEFAULT,0,3sigignore,64,,
ROW:,19,0.87650,1.01910,0.93780,-0.01220,0.03020,43.91400,57,5YR,1,DEFAULT,0,3sigignore,64,,
ROW:,20,1.01910,1.20000,1.04840,-0.02900,0.04670,44.21010,19,5YR,1,DEFAULT,0,3sigignore,64,,
