VERSION,w,wsig_marg,OM,OM_sig,chi2,Ndof,sigint,wran,OMran,label,name
SALT2mu_FITJOBS,-1.47749,0.05760,0.54980,0.01000,63.00000,14,0.19200,105462.00000,793343.00000,DEFAULT,5YR
